,participant,condition_off,expName,test_offline,block_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,accuracy,Partz_no_partm.rt,security_1_7.keys,n_lang,n_lang_used,partiture,tendence_mix_lan,music_use,bilingual,ability_learn_l2,music_exp,BMRQ_score,age,sex,hand,group,education_level,mus_exp_age,info_index,sec_rate_merged
12626,s92,R,Unsyncopated_study2,testWhatL3Uns//cat_viol.r1.s2.0.wav,2.0,unsyncopated,a,s2,no_rule,cat,L3,m,1,0.8873,2.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Unsecure
12627,s92,R,Unsyncopated_study2,testWhatL3Uns//dep_viol.r1.s1.0.wav,2.0,unsyncopated,a,s1,no_rule,dep,L3,m,1,0.3517,6.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Secure
12628,s92,R,Unsyncopated_study2,testWhatL3Uns//r2.s2.2.wav,2.0,unsyncopated,b,s2,rule,rule,L3,z,1,0.4021,3.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Uncertain
12629,s92,R,Unsyncopated_study2,testWhatL3Uns//r2.s1.2.wav,2.0,unsyncopated,b,s1,rule,rule,L3,m,0,0.3356,6.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Secure
12630,s92,R,Unsyncopated_study2,testWhatL3Uns//r1.s1.2.wav,2.0,unsyncopated,a,s1,rule,rule,L3,z,1,0.2859,4.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Uncertain
12631,s92,R,Unsyncopated_study2,testWhatL3Uns//time_viol.r1.s2.0.wav,2.0,unsyncopated,a,s2,no_rule,time,L3,m,1,0.4191,4.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Uncertain
12632,s92,R,Unsyncopated_study2,testWhatL3Uns//dep_viol.r2.s2.0.wav,2.0,unsyncopated,b,s2,no_rule,dep,L3,m,1,0.0686,6.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Secure
12633,s92,R,Unsyncopated_study2,testWhatL3Uns//r2.s1.1.wav,2.0,unsyncopated,b,s1,rule,rule,L3,m,0,0.2518,6.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Secure
12634,s92,R,Unsyncopated_study2,testWhatL3Uns//r2.s2.1.wav,2.0,unsyncopated,b,s2,rule,rule,L3,z,1,0.4521,3.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Uncertain
12635,s92,R,Unsyncopated_study2,testWhatL3Uns//r1.s2.0.wav,2.0,unsyncopated,a,s2,rule,rule,L3,m,0,0.3681,7.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Secure
12636,s92,R,Unsyncopated_study2,testWhatL3Uns//time_viol.r2.s1.0.wav,2.0,unsyncopated,b,s1,no_rule,time,L3,m,1,0.475,5.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Uncertain
12637,s92,R,Unsyncopated_study2,testWhatL3Uns//r2.s1.0.wav,2.0,unsyncopated,b,s1,rule,rule,L3,m,0,1.4417,3.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Uncertain
12638,s92,R,Unsyncopated_study2,testWhatL3Uns//cat_viol.r2.s2.0.wav,2.0,unsyncopated,b,s2,no_rule,cat,L3,z,0,0.3017,4.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Uncertain
12639,s92,R,Unsyncopated_study2,testWhatL3Uns//dep_viol.r2.s1.0.wav,2.0,unsyncopated,b,s1,no_rule,dep,L3,z,0,0.2527,5.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Uncertain
12640,s92,R,Unsyncopated_study2,testWhatL3Uns//time_viol.r1.s1.0.wav,2.0,unsyncopated,a,s1,no_rule,time,L3,m,1,0.2209,6.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Secure
12641,s92,R,Unsyncopated_study2,testWhatL3Uns//r1.s1.1.wav,2.0,unsyncopated,a,s1,rule,rule,L3,m,0,0.3517,7.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Secure
12642,s92,R,Unsyncopated_study2,testWhatL3Uns//cat_viol.r1.s1.0.wav,2.0,unsyncopated,a,s1,no_rule,cat,L3,z,0,0.3149,2.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Unsecure
12643,s92,R,Unsyncopated_study2,testWhatL3Uns//r1.s2.2.wav,2.0,unsyncopated,a,s2,rule,rule,L3,m,0,0.3533,3.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Uncertain
12644,s92,R,Unsyncopated_study2,testWhatL3Uns//r1.s2.1.wav,2.0,unsyncopated,a,s2,rule,rule,L3,z,1,0.2522,5.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Uncertain
12645,s92,R,Unsyncopated_study2,testWhatL3Uns//dep_viol.r1.s2.0.wav,2.0,unsyncopated,a,s2,no_rule,dep,L3,z,0,0.3681,6.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Secure
12646,s92,R,Unsyncopated_study2,testWhatL3Uns//cat_viol.r2.s1.0.wav,2.0,unsyncopated,b,s1,no_rule,cat,L3,m,1,0.4517,4.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Uncertain
12647,s92,R,Unsyncopated_study2,testWhatL3Uns//time_viol.r2.s2.0.wav,2.0,unsyncopated,b,s2,no_rule,time,L3,z,0,0.7713,5.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,2,Uncertain
12648,s92,B,Unsyncopated_study2,testWhenL4Uns//dep_viol.r2.s1.0.wav,3.0,unsyncopated,b,s1,no_rule,dep,L4,z,0,1.0898,7.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Secure
12649,s92,B,Unsyncopated_study2,testWhenL4Uns//cat_viol.r1.s2.0.wav,3.0,unsyncopated,a,s2,no_rule,cat,L4,z,0,0.4224,7.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Secure
12650,s92,B,Unsyncopated_study2,testWhenL4Uns//r2.s2.2.wav,3.0,unsyncopated,b,s2,rule,rule,L4,m,0,0.3187,5.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Uncertain
12651,s92,B,Unsyncopated_study2,testWhenL4Uns//r1.s1.2.wav,3.0,unsyncopated,a,s1,rule,rule,L4,m,0,0.2924,6.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Secure
12652,s92,B,Unsyncopated_study2,testWhenL4Uns//r2.s2.1.wav,3.0,unsyncopated,b,s2,rule,rule,L4,z,1,0.6664,4.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Uncertain
12653,s92,B,Unsyncopated_study2,testWhenL4Uns//r1.s1.0.wav,3.0,unsyncopated,a,s1,rule,rule,L4,m,0,0.1483,7.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Secure
12654,s92,B,Unsyncopated_study2,testWhenL4Uns//cat_viol.r2.s1.0.wav,3.0,unsyncopated,b,s1,no_rule,cat,L4,m,1,0.9646,3.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Uncertain
12655,s92,B,Unsyncopated_study2,testWhenL4Uns//time_viol.r1.s2.0.wav,3.0,unsyncopated,a,s2,no_rule,time,L4,m,1,0.6185,3.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Uncertain
12656,s92,B,Unsyncopated_study2,testWhenL4Uns//r2.s1.0.wav,3.0,unsyncopated,b,s1,rule,rule,L4,m,0,0.6676,6.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Secure
12657,s92,B,Unsyncopated_study2,testWhenL4Uns//time_viol.r2.s1.0.wav,3.0,unsyncopated,b,s1,no_rule,time,L4,z,0,0.1855,4.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Uncertain
12658,s92,B,Unsyncopated_study2,testWhenL4Uns//time_viol.r2.s2.0.wav,3.0,unsyncopated,b,s2,no_rule,time,L4,z,0,0.6541,2.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Unsecure
12659,s92,B,Unsyncopated_study2,testWhenL4Uns//r1.s2.1.wav,3.0,unsyncopated,a,s2,rule,rule,L4,m,0,0.6705,6.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Secure
12660,s92,B,Unsyncopated_study2,testWhenL4Uns//r1.s2.0.wav,3.0,unsyncopated,a,s2,rule,rule,L4,z,1,0.06,7.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Secure
12661,s92,B,Unsyncopated_study2,testWhenL4Uns//r2.s1.1.wav,3.0,unsyncopated,b,s1,rule,rule,L4,m,0,0.4886,2.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Unsecure
12662,s92,B,Unsyncopated_study2,testWhenL4Uns//dep_viol.r1.s1.0.wav,3.0,unsyncopated,a,s1,no_rule,dep,L4,m,1,0.3488,5.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Uncertain
12663,s92,B,Unsyncopated_study2,testWhenL4Uns//r2.s1.2.wav,3.0,unsyncopated,b,s1,rule,rule,L4,z,1,0.2269,4.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Uncertain
12664,s92,B,Unsyncopated_study2,testWhenL4Uns//time_viol.r1.s1.0.wav,3.0,unsyncopated,a,s1,no_rule,time,L4,z,0,0.1065,4.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Uncertain
12665,s92,B,Unsyncopated_study2,testWhenL4Uns//cat_viol.r2.s2.0.wav,3.0,unsyncopated,b,s2,no_rule,cat,L4,m,1,0.2679,6.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Secure
12666,s92,B,Unsyncopated_study2,testWhenL4Uns//dep_viol.r2.s2.0.wav,3.0,unsyncopated,b,s2,no_rule,dep,L4,m,1,0.4367,5.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Uncertain
12667,s92,B,Unsyncopated_study2,testWhenL4Uns//r1.s2.2.wav,3.0,unsyncopated,a,s2,rule,rule,L4,z,1,0.4544,6.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Secure
12668,s92,B,Unsyncopated_study2,testWhenL4Uns//cat_viol.r1.s1.0.wav,3.0,unsyncopated,a,s1,no_rule,cat,L4,z,0,0.3684,6.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Secure
12669,s92,B,Unsyncopated_study2,testWhenL4Uns//r2.s2.0.wav,3.0,unsyncopated,b,s2,rule,rule,L4,z,1,1.6566,4.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Uncertain
12670,s92,B,Unsyncopated_study2,testWhenL4Uns//dep_viol.r1.s2.0.wav,3.0,unsyncopated,a,s2,no_rule,dep,L4,m,1,0.6354,6.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Secure
12671,s92,B,Unsyncopated_study2,testWhenL4Uns//r1.s1.1.wav,3.0,unsyncopated,a,s1,rule,rule,L4,z,1,0.5346,7.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,1,Secure
12672,s92,RB+,Unsyncopated_study2,testConjL2Uns//r1.s1.1.wav,4.0,unsyncopated,a,s1,rule,rule,L2,m,0,1.48,2.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Unsecure
12673,s92,RB+,Unsyncopated_study2,testConjL2Uns//r1.s2.0.wav,4.0,unsyncopated,a,s2,rule,rule,L2,z,1,0.4974,4.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Uncertain
12674,s92,RB+,Unsyncopated_study2,testConjL2Uns//r2.s2.2.wav,4.0,unsyncopated,b,s2,rule,rule,L2,z,1,0.0981,3.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Uncertain
12675,s92,RB+,Unsyncopated_study2,testConjL2Uns//r2.s2.1.wav,4.0,unsyncopated,b,s2,rule,rule,L2,z,1,0.7048,4.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Uncertain
12676,s92,RB+,Unsyncopated_study2,testConjL2Uns//dep_viol.r1.s1.0.wav,4.0,unsyncopated,a,s1,no_rule,dep,L2,m,1,0.4436,5.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Uncertain
12677,s92,RB+,Unsyncopated_study2,testConjL2Uns//dep_viol.r1.s2.0.wav,4.0,unsyncopated,a,s2,no_rule,dep,L2,m,1,0.4515,2.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Unsecure
12678,s92,RB+,Unsyncopated_study2,testConjL2Uns//dep_viol.r2.s2.0.wav,4.0,unsyncopated,b,s2,no_rule,dep,L2,m,1,0.2637,5.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Uncertain
12679,s92,RB+,Unsyncopated_study2,testConjL2Uns//r1.s1.0.wav,4.0,unsyncopated,a,s1,rule,rule,L2,z,1,0.5351,2.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Unsecure
12680,s92,RB+,Unsyncopated_study2,testConjL2Uns//r1.s1.2.wav,4.0,unsyncopated,a,s1,rule,rule,L2,z,1,0.3671,3.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Uncertain
12681,s92,RB+,Unsyncopated_study2,testConjL2Uns//r2.s1.0.wav,4.0,unsyncopated,b,s1,rule,rule,L2,m,0,0.4997,4.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Uncertain
12682,s92,RB+,Unsyncopated_study2,testConjL2Uns//time_viol.r2.s2.0.wav,4.0,unsyncopated,b,s2,no_rule,time,L2,m,1,0.1674,5.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Uncertain
12683,s92,RB+,Unsyncopated_study2,testConjL2Uns//time_viol.r2.s1.0.wav,4.0,unsyncopated,b,s1,no_rule,time,L2,m,1,0.7697,2.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Unsecure
12684,s92,RB+,Unsyncopated_study2,testConjL2Uns//cat_viol.r2.s2.0.wav,4.0,unsyncopated,b,s2,no_rule,cat,L2,z,0,0.0353,6.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Secure
12685,s92,RB+,Unsyncopated_study2,testConjL2Uns//time_viol.r1.s2.0.wav,4.0,unsyncopated,a,s2,no_rule,time,L2,m,1,0.237,5.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Uncertain
12686,s92,RB+,Unsyncopated_study2,testConjL2Uns//cat_viol.r1.s2.0.wav,4.0,unsyncopated,a,s2,no_rule,cat,L2,m,1,0.5032,2.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Unsecure
12687,s92,RB+,Unsyncopated_study2,testConjL2Uns//r2.s1.2.wav,4.0,unsyncopated,b,s1,rule,rule,L2,m,0,0.434,4.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Uncertain
12688,s92,RB+,Unsyncopated_study2,testConjL2Uns//time_viol.r1.s1.0.wav,4.0,unsyncopated,a,s1,no_rule,time,L2,z,0,0.1673,4.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Uncertain
12689,s92,RB+,Unsyncopated_study2,testConjL2Uns//r2.s2.0.wav,4.0,unsyncopated,b,s2,rule,rule,L2,z,1,0.24,2.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Unsecure
12690,s92,RB+,Unsyncopated_study2,testConjL2Uns//dep_viol.r2.s1.0.wav,4.0,unsyncopated,b,s1,no_rule,dep,L2,m,1,0.1011,6.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Secure
12691,s92,RB+,Unsyncopated_study2,testConjL2Uns//r2.s1.1.wav,4.0,unsyncopated,b,s1,rule,rule,L2,m,0,0.471,4.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Uncertain
12692,s92,RB+,Unsyncopated_study2,testConjL2Uns//cat_viol.r2.s1.0.wav,4.0,unsyncopated,b,s1,no_rule,cat,L2,m,1,0.4026,5.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Uncertain
12693,s92,RB+,Unsyncopated_study2,testConjL2Uns//r1.s2.1.wav,4.0,unsyncopated,a,s2,rule,rule,L2,z,1,0.2088,3.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Uncertain
12694,s92,RB+,Unsyncopated_study2,testConjL2Uns//cat_viol.r1.s1.0.wav,4.0,unsyncopated,a,s1,no_rule,cat,L2,z,0,0.1659,4.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Uncertain
12695,s92,RB+,Unsyncopated_study2,testConjL2Uns//r1.s2.2.wav,4.0,unsyncopated,a,s2,rule,rule,L2,z,1,0.7777,6.0,3.0,2.0,no,2.0,no,yes,4.0,no,49.0,20.0,feminino,right,A,Upper secondary,,4,Secure
12696,s93,R,Unsyncopated_study2,testWhatL3Uns//cat_viol.r2.s1.0.wav,1.0,unsyncopated,b,s1,no_rule,cat,L3,z,0,0.9219,6.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Secure
12697,s93,R,Unsyncopated_study2,testWhatL3Uns//r1.s2.0.wav,1.0,unsyncopated,a,s2,rule,rule,L3,z,1,0.6839,5.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Uncertain
12698,s93,R,Unsyncopated_study2,testWhatL3Uns//r1.s1.1.wav,1.0,unsyncopated,a,s1,rule,rule,L3,m,0,1.8845,3.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Uncertain
12699,s93,R,Unsyncopated_study2,testWhatL3Uns//dep_viol.r2.s2.0.wav,1.0,unsyncopated,b,s2,no_rule,dep,L3,z,0,1.7052,2.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Unsecure
12700,s93,R,Unsyncopated_study2,testWhatL3Uns//dep_viol.r1.s1.0.wav,1.0,unsyncopated,a,s1,no_rule,dep,L3,m,1,1.3424,6.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Secure
12701,s93,R,Unsyncopated_study2,testWhatL3Uns//cat_viol.r2.s2.0.wav,1.0,unsyncopated,b,s2,no_rule,cat,L3,z,0,1.9168,2.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Unsecure
12702,s93,R,Unsyncopated_study2,testWhatL3Uns//r2.s1.1.wav,1.0,unsyncopated,b,s1,rule,rule,L3,m,0,0.3731,5.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Uncertain
12703,s93,R,Unsyncopated_study2,testWhatL3Uns//r1.s1.2.wav,1.0,unsyncopated,a,s1,rule,rule,L3,m,0,1.42,4.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Uncertain
12704,s93,R,Unsyncopated_study2,testWhatL3Uns//r2.s1.0.wav,1.0,unsyncopated,b,s1,rule,rule,L3,z,1,1.6321,3.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Uncertain
12705,s93,R,Unsyncopated_study2,testWhatL3Uns//dep_viol.r2.s1.0.wav,1.0,unsyncopated,b,s1,no_rule,dep,L3,z,0,1.5703,5.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Uncertain
12706,s93,R,Unsyncopated_study2,testWhatL3Uns//cat_viol.r1.s2.0.wav,1.0,unsyncopated,a,s2,no_rule,cat,L3,m,1,0.3039,5.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Uncertain
12707,s93,R,Unsyncopated_study2,testWhatL3Uns//r1.s2.1.wav,1.0,unsyncopated,a,s2,rule,rule,L3,m,0,1.773,4.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Uncertain
12708,s93,R,Unsyncopated_study2,testWhatL3Uns//r2.s1.2.wav,1.0,unsyncopated,b,s1,rule,rule,L3,m,0,0.7842,4.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Uncertain
12709,s93,R,Unsyncopated_study2,testWhatL3Uns//dep_viol.r1.s2.0.wav,1.0,unsyncopated,a,s2,no_rule,dep,L3,m,1,0.3841,5.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Uncertain
12710,s93,R,Unsyncopated_study2,testWhatL3Uns//cat_viol.r1.s1.0.wav,1.0,unsyncopated,a,s1,no_rule,cat,L3,m,1,0.7864,5.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Uncertain
12711,s93,R,Unsyncopated_study2,testWhatL3Uns//r2.s2.1.wav,1.0,unsyncopated,b,s2,rule,rule,L3,z,1,0.6343,4.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Uncertain
12712,s93,R,Unsyncopated_study2,testWhatL3Uns//time_viol.r1.s2.0.wav,1.0,unsyncopated,a,s2,no_rule,time,L3,m,1,0.3261,5.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Uncertain
12713,s93,R,Unsyncopated_study2,testWhatL3Uns//time_viol.r1.s1.0.wav,1.0,unsyncopated,a,s1,no_rule,time,L3,m,1,0.3547,5.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Uncertain
12714,s93,R,Unsyncopated_study2,testWhatL3Uns//time_viol.r2.s1.0.wav,1.0,unsyncopated,b,s1,no_rule,time,L3,m,1,0.3839,6.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Secure
12715,s93,R,Unsyncopated_study2,testWhatL3Uns//r2.s2.0.wav,1.0,unsyncopated,b,s2,rule,rule,L3,z,1,1.7117,2.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Unsecure
12716,s93,R,Unsyncopated_study2,testWhatL3Uns//r1.s1.0.wav,1.0,unsyncopated,a,s1,rule,rule,L3,m,0,0.2234,5.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Uncertain
12717,s93,R,Unsyncopated_study2,testWhatL3Uns//time_viol.r2.s2.0.wav,1.0,unsyncopated,b,s2,no_rule,time,L3,z,0,0.4529,5.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Uncertain
12718,s93,R,Unsyncopated_study2,testWhatL3Uns//r2.s2.2.wav,1.0,unsyncopated,b,s2,rule,rule,L3,m,0,0.2178,6.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Secure
12719,s93,R,Unsyncopated_study2,testWhatL3Uns//r1.s2.2.wav,1.0,unsyncopated,a,s2,rule,rule,L3,z,1,2.2856,6.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,2,Secure
12720,s93,B,Unsyncopated_study2,testWhenL4Uns//r1.s2.0.wav,2.0,unsyncopated,a,s2,rule,rule,L4,z,1,0.6167,7.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,1,Secure
12721,s93,B,Unsyncopated_study2,testWhenL4Uns//time_viol.r2.s2.0.wav,2.0,unsyncopated,b,s2,no_rule,time,L4,z,0,0.6009,4.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,1,Uncertain
12722,s93,B,Unsyncopated_study2,testWhenL4Uns//r2.s1.2.wav,2.0,unsyncopated,b,s1,rule,rule,L4,z,1,1.97,3.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,1,Uncertain
12723,s93,B,Unsyncopated_study2,testWhenL4Uns//time_viol.r1.s2.0.wav,2.0,unsyncopated,a,s2,no_rule,time,L4,z,0,1.5855,4.0,4.0,2.0,yes,1.0,no,yes,4.0,yes,66.0,24.0,feminino,right,A,Bachelor degree,12.0,1,Uncertain
