,participant,condition,expName,group,age,sex,hand,education_level,block,language,BMRQ_score,music_exp,n_lang,n_lang_used,ability_learn_l2,tendence_mix_lan,partiture,music_use,meanRTs,syllable,info_index
334,s131,R,Unsyncopated_study3,A,18.0,feminino,right,Bachelor degree,4,L4,59.0,yes,4.0,3.0,5.0,6.0,yes,no,-0.03136574074074072,C,2
335,s131,R,Unsyncopated_study3,A,18.0,feminino,right,Bachelor degree,4,L4,59.0,yes,4.0,3.0,5.0,6.0,yes,no,0.09664050925925927,A,2
336,s134,R,Unsyncopated_study3,B,19.0,feminino,right,Upper secondary,3,L4,73.0,yes,3.0,2.0,5.0,2.0,yes,yes,-0.13857339741186558,A,2
337,s134,R,Unsyncopated_study3,B,19.0,feminino,right,Upper secondary,3,L4,73.0,yes,3.0,2.0,5.0,2.0,yes,yes,-0.0203374999932866,C,2
338,s135,R,Unsyncopated_study3,B,20.0,feminino,right,Bachelor degree,3,L4,68.0,yes,5.0,4.0,5.0,4.0,yes,no,-0.08971884057975132,A,2
339,s135,R,Unsyncopated_study3,B,20.0,feminino,right,Bachelor degree,3,L4,68.0,yes,5.0,4.0,5.0,4.0,yes,no,-0.04271467391316219,C,2
340,s136,R,Unsyncopated_study3,B,22.0,feminino,right,Upper secondary,3,L4,68.0,no,3.0,2.0,3.0,3.0,no,no,0.015388819850475466,C,2
341,s136,R,Unsyncopated_study3,B,22.0,feminino,right,Upper secondary,3,L4,68.0,no,3.0,2.0,3.0,3.0,no,no,0.09095310556291614,A,2
342,s137,R,Unsyncopated_study3,B,20.0,feminino,left,Upper secondary,3,L4,61.0,no,3.0,4.0,4.0,4.0,no,no,-0.1936261905489176,A,2
343,s137,R,Unsyncopated_study3,B,20.0,feminino,left,Upper secondary,3,L4,61.0,no,3.0,4.0,4.0,4.0,no,no,-0.054051190441634644,C,2
344,s138,R,Unsyncopated_study3,B,22.0,feminino,right,Bachelor degree,4,L4,74.0,yes,3.0,3.0,4.0,3.0,yes,no,-0.03859166668854419,C,2
345,s138,R,Unsyncopated_study3,B,22.0,feminino,right,Bachelor degree,4,L4,74.0,yes,3.0,3.0,4.0,3.0,yes,no,0.1554125000287102,A,2
346,s139,R,Unsyncopated_study3,B,31.0,feminino,right,Doctorate,2,L4,71.0,yes,3.0,2.0,3.0,6.0,yes,no,-0.01447794120095136,A,2
347,s139,R,Unsyncopated_study3,B,31.0,feminino,right,Doctorate,2,L4,71.0,yes,3.0,2.0,3.0,6.0,yes,no,0.043105392142278154,C,2
348,s14,R,Unsyncopated1,A,32.0,masculino,right,Bachelor degree,2,L2,43.0,no,2.0,1.0,2.0,3.0,no,no,-0.1357235293942397,C,2
349,s14,R,Unsyncopated1,A,32.0,masculino,right,Bachelor degree,2,L2,43.0,no,2.0,1.0,2.0,3.0,no,no,-0.011590196064885316,A,2
350,s140,R,Unsyncopated_study3,B,21.0,feminino,right,Bachelor degree,4,L4,77.0,yes,3.0,2.0,4.0,4.0,yes,no,-0.13349071421961645,C,2
351,s140,R,Unsyncopated_study3,B,21.0,feminino,right,Bachelor degree,4,L4,77.0,yes,3.0,2.0,4.0,4.0,yes,no,-0.017701666649193593,A,2
352,s141,R,Unsyncopated_study3,B,21.0,masculino,right,Upper secondary,2,L4,51.0,yes,6.0,2.0,5.0,1.0,yes,no,-0.0643692307693915,A,2
353,s141,R,Unsyncopated_study3,B,21.0,masculino,right,Upper secondary,2,L4,51.0,yes,6.0,2.0,5.0,1.0,yes,no,0.020399999999936802,C,2
354,s142,R,Unsyncopated_study3,B,18.0,feminino,right,Upper secondary,1,L4,73.0,no,3.0,2.0,4.0,4.0,no,no,0.03047559808639555,A,2
355,s142,R,Unsyncopated_study3,B,18.0,feminino,right,Upper secondary,1,L4,73.0,no,3.0,2.0,4.0,4.0,no,no,0.11394105263169607,C,2
356,s143,R,Unsyncopated_study3,B,18.0,masculino,right,Upper secondary,3,L4,60.0,no,3.0,3.0,5.0,4.0,no,no,-0.23955438600292034,C,2
357,s143,R,Unsyncopated_study3,B,18.0,masculino,right,Upper secondary,3,L4,60.0,no,3.0,3.0,5.0,4.0,no,no,-0.14987105263782685,A,2
358,s144,R,Unsyncopated_study3,B,24.0,feminino,right,Bachelor degree,3,L4,62.0,yes,4.0,2.0,4.0,2.0,yes,no,-0.10660454546882192,C,2
359,s144,R,Unsyncopated_study3,B,24.0,feminino,right,Bachelor degree,3,L4,62.0,yes,4.0,2.0,4.0,2.0,yes,no,-0.06329740260214467,A,2
360,s145,R,Unsyncopated_study3,B,25.0,masculino,right,Upper secondary,4,L4,49.0,yes,3.0,2.0,4.0,2.0,no,no,-0.12057857144913453,A,2
361,s145,R,Unsyncopated_study3,B,25.0,masculino,right,Upper secondary,4,L4,49.0,yes,3.0,2.0,4.0,2.0,no,no,-0.06295624998501936,C,2
362,s146,R,Unsyncopated_study3,B,18.0,feminino,right,Upper secondary,2,L4,79.0,no,3.0,2.0,4.0,1.0,yes,no,-0.04454545454542269,C,2
363,s146,R,Unsyncopated_study3,B,18.0,feminino,right,Upper secondary,2,L4,79.0,no,3.0,2.0,4.0,1.0,yes,no,0.1093636363636723,A,2
364,s147,R,Unsyncopated_study3,B,18.0,feminino,left,Upper secondary,3,L4,77.0,no,4.0,2.0,4.0,3.0,yes,no,-0.08079250000116,A,2
365,s147,R,Unsyncopated_study3,B,18.0,feminino,left,Upper secondary,3,L4,77.0,no,4.0,2.0,4.0,3.0,yes,no,-0.0617199999987581,C,2
366,s148,R,Unsyncopated_study3,A,21.0,feminino,right,Upper secondary,4,L4,54.0,yes,3.0,2.0,3.0,3.0,no,no,0.01754358975137793,C,2
367,s148,R,Unsyncopated_study3,A,21.0,feminino,right,Upper secondary,4,L4,54.0,yes,3.0,2.0,3.0,3.0,no,no,0.12512307692017255,A,2
368,s149,R,Unsyncopated_study3,B,36.0,masculino,left,Secondary,3,L4,54.0,yes,3.0,3.0,4.0,2.0,yes,no,-0.05385714285588317,A,2
369,s149,R,Unsyncopated_study3,B,36.0,masculino,left,Secondary,3,L4,54.0,yes,3.0,3.0,4.0,2.0,yes,no,-0.040809523808198245,C,2
370,s15,R,Unsyncopated1,A,27.0,masculino,right,Bachelor degree,1,L2,64.0,yes,3.0,2.0,4.0,4.0,yes,no,-0.09874500029877809,A,2
371,s15,R,Unsyncopated1,A,27.0,masculino,right,Bachelor degree,1,L2,64.0,yes,3.0,2.0,4.0,4.0,yes,no,-0.08082499997615211,C,2
372,s150,R,Unsyncopated_study3,A,29.0,masculino,right,Master degree,4,L4,61.0,no,2.0,2.0,4.0,1.0,no,no,0.009053383474084686,C,2
373,s150,R,Unsyncopated_study3,A,29.0,masculino,right,Master degree,4,L4,61.0,no,2.0,2.0,4.0,1.0,no,no,0.04107481202508967,A,2
374,s151,R,Unsyncopated_study3,B,27.0,feminino,right,Bachelor degree,2,L4,72.0,no,3.0,2.0,3.0,0.0,no,no,-0.1055497835497875,A,2
375,s151,R,Unsyncopated_study3,B,27.0,feminino,right,Bachelor degree,2,L4,72.0,no,3.0,2.0,3.0,0.0,no,no,-0.09884523809529167,C,2
376,s152,R,Experiment4_uns,A,22.0,feminino,right,Bachelor degree,4,L1,56.0,yes,4.0,1.0,3.0,3.0,no,no,0.09908181817801065,A,2
377,s152,R,Experiment4_uns,A,22.0,feminino,right,Bachelor degree,4,L1,56.0,yes,4.0,1.0,3.0,3.0,no,no,0.13258896103737716,C,2
378,s153,R,Experiment4_uns,A,24.0,feminino,right,Bachelor degree,1,L1,44.0,yes,6.0,5.0,5.0,5.0,no,no,0.0699333333332709,A,2
379,s153,R,Experiment4_uns,A,24.0,feminino,right,Bachelor degree,1,L1,44.0,yes,6.0,5.0,5.0,5.0,no,no,0.13417142857140657,C,2
380,s155,R,Experiment4_uns,A,23.0,masculino,right,Bachelor degree,1,L1,48.0,no,3.0,1.0,1.0,3.0,no,no,0.1283241071583323,C,2
381,s155,R,Experiment4_uns,A,23.0,masculino,right,Bachelor degree,1,L1,48.0,no,3.0,1.0,1.0,3.0,no,no,0.14158619048759075,A,2
382,s156,R,Experiment4_uns,A,22.0,feminino,left,Master degree,4,L1,72.0,yes,3.0,3.0,5.0,4.0,yes,yes,-0.06758076925545142,A,2
383,s156,R,Experiment4_uns,A,22.0,feminino,left,Master degree,4,L1,72.0,yes,3.0,3.0,5.0,4.0,yes,yes,0.12279666663666089,C,2
384,s158,R,Experiment4_uns,A,24.0,feminino,right,Bachelor degree,3,L1,74.0,no,3.0,2.0,3.0,4.0,yes,no,0.10367619047629417,C,2
385,s158,R,Experiment4_uns,A,24.0,feminino,right,Bachelor degree,3,L1,74.0,no,3.0,2.0,3.0,4.0,yes,no,0.21243452380962424,A,2
386,s159,R,Experiment4_uns,A,24.0,feminino,right,Upper secondary,3,L1,82.0,yes,3.0,2.0,3.0,0.0,yes,no,0.04866651582606463,A,2
387,s159,R,Experiment4_uns,A,24.0,feminino,right,Upper secondary,3,L1,82.0,yes,3.0,2.0,3.0,0.0,yes,no,0.09917420815399891,C,2
388,s16,R,Unsyncopated1,B,23.0,masculino,right,Upper secondary,4,L2,62.0,no,3.0,2.0,4.0,3.0,no,no,0.03528385963929115,A,2
389,s16,R,Unsyncopated1,B,23.0,masculino,right,Upper secondary,4,L2,62.0,no,3.0,2.0,4.0,3.0,no,no,0.10793195489177587,C,2
390,s160,R,Experiment4_uns,A,23.0,feminino,right,Upper secondary,1,L1,73.0,yes,3.0,2.0,4.0,5.0,yes,yes,0.011307536235073246,C,2
391,s160,R,Experiment4_uns,A,23.0,feminino,right,Upper secondary,1,L1,73.0,yes,3.0,2.0,4.0,5.0,yes,yes,0.017427536234358,A,2
392,s162,R,Experiment4_uns,A,21.0,feminino,right,Bachelor degree,4,L1,61.0,yes,3.0,2.0,4.0,3.0,yes,no,-0.022028333332401617,A,2
393,s162,R,Experiment4_uns,A,21.0,feminino,right,Bachelor degree,4,L1,61.0,yes,3.0,2.0,4.0,3.0,yes,no,-0.015014999997856049,C,2
394,s163,R,Experiment4_uns,A,23.0,feminino,right,Other,1,L1,76.0,yes,3.0,3.0,4.0,4.0,yes,yes,0.1570235087963313,A,2
395,s163,R,Experiment4_uns,A,23.0,feminino,right,Other,1,L1,76.0,yes,3.0,3.0,4.0,4.0,yes,yes,0.23886184218053552,C,2
396,s164,R,Experiment4_uns,A,20.0,feminino,right,Bachelor degree,3,L1,69.0,yes,3.0,3.0,4.0,4.0,no,no,0.08211428571392809,C,2
397,s164,R,Experiment4_uns,A,20.0,feminino,right,Bachelor degree,3,L1,69.0,yes,3.0,3.0,4.0,4.0,no,no,0.1313182539655221,A,2
398,s165,R,Experiment4_uns,A,23.0,feminino,right,Bachelor degree,1,L1,62.0,yes,3.0,3.0,4.0,5.0,yes,no,0.03828184521623679,A,2
399,s165,R,Experiment4_uns,A,23.0,feminino,right,Bachelor degree,1,L1,62.0,yes,3.0,3.0,4.0,5.0,yes,no,0.141500595231128,C,2
400,s166,R,Experiment4_uns,A,26.0,feminino,right,Doctorate,4,L1,61.0,no,4.0,3.0,4.0,5.0,yes,no,0.03685333334017349,A,2
401,s166,R,Experiment4_uns,A,26.0,feminino,right,Doctorate,4,L1,61.0,no,4.0,3.0,4.0,5.0,yes,no,0.06197380952747489,C,2
402,s167,R,Experiment4_uns,B,19.0,feminino,right,Upper secondary,3,L1,72.0,yes,3.0,3.0,4.0,5.0,yes,yes,0.15713060609930868,C,2
403,s167,R,Experiment4_uns,B,19.0,feminino,right,Upper secondary,3,L1,72.0,yes,3.0,3.0,4.0,5.0,yes,yes,0.20500227274139143,A,2
404,s168,R,Experiment4_uns,B,30.0,masculino,right,Other,1,L1,65.0,no,2.0,1.0,4.0,2.0,no,no,0.02559706958984942,A,2
405,s168,R,Experiment4_uns,B,30.0,masculino,right,Other,1,L1,65.0,no,2.0,1.0,4.0,2.0,no,no,0.028266300358169905,C,2
406,s169,R,Experiment4_uns,B,21.0,feminino,left,Bachelor degree,2,L1,72.0,yes,4.0,2.0,4.0,5.0,yes,no,0.023521428580788872,C,2
407,s169,R,Experiment4_uns,B,21.0,feminino,left,Bachelor degree,2,L1,72.0,yes,4.0,2.0,4.0,5.0,yes,no,0.03279999999703842,A,2
408,s17,R,Unsyncopated1,B,27.0,masculino,right,Master degree,1,L2,66.0,yes,3.0,2.0,5.0,4.0,no,no,0.06338333330832857,C,2
409,s17,R,Unsyncopated1,B,27.0,masculino,right,Master degree,1,L2,66.0,yes,3.0,2.0,5.0,4.0,no,no,0.07182857140470711,A,2
410,s170,R,Experiment4_uns,B,22.0,feminino,right,Upper secondary,2,L1,63.0,yes,3.0,2.0,3.0,3.0,no,no,-0.060557272725135225,C,2
411,s170,R,Experiment4_uns,B,22.0,feminino,right,Upper secondary,2,L1,63.0,yes,3.0,2.0,3.0,3.0,no,no,-0.02957060606063877,A,2
412,s171,R,Experiment4_uns,B,18.0,masculino,both,Upper secondary,2,L1,65.0,yes,3.0,2.0,4.0,3.0,yes,no,-0.15709890109750224,C,2
413,s171,R,Experiment4_uns,B,18.0,masculino,both,Upper secondary,2,L1,65.0,yes,3.0,2.0,4.0,3.0,yes,no,0.03645288461541751,A,2
414,s172,R,Experiment4_uns,B,23.0,feminino,right,Master degree,3,L1,73.0,yes,3.0,2.0,4.0,5.0,yes,no,0.017733695652166093,A,2
415,s172,R,Experiment4_uns,B,23.0,feminino,right,Master degree,3,L1,73.0,yes,3.0,2.0,4.0,5.0,yes,no,0.05373369565219743,C,2
416,s173,R,Experiment4_uns,B,29.0,feminino,right,Bachelor degree,3,L1,68.0,yes,3.0,2.0,4.0,4.0,yes,yes,0.027990000000333026,C,2
417,s173,R,Experiment4_uns,B,29.0,feminino,right,Bachelor degree,3,L1,68.0,yes,3.0,2.0,4.0,4.0,yes,yes,0.1747433333334164,A,2
418,s174,R,Experiment4_uns,B,24.0,feminino,right,Bachelor degree,3,L1,53.0,no,5.0,3.0,3.0,3.0,no,no,-0.0981754545448339,C,2
419,s174,R,Experiment4_uns,B,24.0,feminino,right,Bachelor degree,3,L1,53.0,no,5.0,3.0,3.0,3.0,no,no,-0.04570699300828307,A,2
420,s175,R,Experiment4_uns,B,33.0,masculino,right,Master degree,3,L1,67.0,no,3.0,2.0,3.0,2.0,no,no,-0.042472380950364985,C,2
421,s175,R,Experiment4_uns,B,33.0,masculino,right,Master degree,3,L1,67.0,no,3.0,2.0,3.0,2.0,no,no,0.09398928571432819,A,2
422,s176,R,Experiment4_uns,B,27.0,feminino,right,Master degree,1,L1,63.0,yes,3.0,3.0,3.0,1.0,no,no,-0.10641315789490746,A,2
423,s176,R,Experiment4_uns,B,27.0,feminino,right,Master degree,1,L1,63.0,yes,3.0,3.0,3.0,1.0,no,no,-0.0928203007519901,C,2
424,s177,R,Experiment4_uns,B,22.0,masculino,left,Bachelor degree,4,L1,36.0,yes,4.0,3.0,5.0,4.0,no,no,0.0706551515109467,C,2
425,s177,R,Experiment4_uns,B,22.0,masculino,left,Bachelor degree,4,L1,36.0,yes,4.0,3.0,5.0,4.0,no,no,0.09551333332235645,A,2
426,s178,R,Experiment4_uns,B,18.0,masculino,right,Upper secondary,3,L1,64.0,yes,4.0,3.0,4.0,2.0,no,no,-0.03733636363638437,A,2
427,s178,R,Experiment4_uns,B,18.0,masculino,right,Upper secondary,3,L1,64.0,yes,4.0,3.0,4.0,2.0,no,no,-0.011279220779214172,C,2
428,s18,R,Unsyncopated1,B,30.0,masculino,right,Bachelor degree,1,L2,78.0,yes,3.0,3.0,4.0,4.0,no,yes,0.010836666666678707,A,2
429,s18,R,Unsyncopated1,B,30.0,masculino,right,Bachelor degree,1,L2,78.0,yes,3.0,3.0,4.0,4.0,no,yes,0.08433461538464648,C,2
430,s180,R,Experiment4_uns,B,24.0,masculino,right,Bachelor degree,2,L1,72.0,yes,2.0,2.0,2.0,3.0,no,no,0.024852173913099684,C,2
431,s180,R,Experiment4_uns,B,24.0,masculino,right,Bachelor degree,2,L1,72.0,yes,2.0,2.0,2.0,3.0,no,no,0.044277173913051304,A,2
432,s181,R,Experiment4_uns,B,18.0,feminino,left,Upper secondary,2,L1,69.0,yes,4.0,3.0,5.0,1.0,yes,no,0.10353296703293491,A,2
433,s181,R,Experiment4_uns,B,18.0,feminino,left,Upper secondary,2,L1,69.0,yes,4.0,3.0,5.0,1.0,yes,no,0.14899487179488663,C,2
434,s182,R,Experiment4_uns,A,24.0,feminino,right,Bachelor degree,1,L1,51.0,no,3.0,2.0,4.0,3.0,yes,no,0.05347993305614884,A,2
435,s182,R,Experiment4_uns,A,24.0,feminino,right,Bachelor degree,1,L1,51.0,no,3.0,2.0,4.0,3.0,yes,no,0.13556358686606873,C,2
436,s183,R,Experiment4_uns,A,21.0,feminino,right,Upper secondary,1,L1,57.0,yes,3.0,3.0,4.0,3.0,no,no,0.030565909090833676,A,2
437,s183,R,Experiment4_uns,A,21.0,feminino,right,Upper secondary,1,L1,57.0,yes,3.0,3.0,4.0,3.0,no,no,0.06302937062939407,C,2
438,s184,R,Experiment4_uns,B,22.0,feminino,right,Bachelor degree,4,L1,68.0,no,3.0,3.0,4.0,6.0,yes,no,0.12661333333194358,C,2
439,s184,R,Experiment4_uns,B,22.0,feminino,right,Bachelor degree,4,L1,68.0,no,3.0,3.0,4.0,6.0,yes,no,0.17452999999869662,A,2
440,s185,R,Experiment4_uns,B,22.0,masculino,left,Bachelor degree,4,L1,68.0,yes,3.0,3.0,4.0,2.0,yes,no,0.01937275362425095,C,2
441,s185,R,Experiment4_uns,B,22.0,masculino,left,Bachelor degree,4,L1,68.0,yes,3.0,3.0,4.0,2.0,yes,no,0.025146086951128854,A,2
442,s190,R,Unsyncopated_study2,A,19.0,masculino,left,Upper secondary,4,L3,59.0,no,3.0,2.0,3.0,1.0,no,no,-0.14748452380367583,A,2
443,s190,R,Unsyncopated_study2,A,19.0,masculino,left,Upper secondary,4,L3,59.0,no,3.0,2.0,3.0,1.0,no,no,-0.09008452380935217,C,2
444,s191,R,Unsyncopated_study2,A,20.0,feminino,right,Bachelor degree,1,L3,34.0,yes,3.0,2.0,1.0,1.0,no,no,-0.030375000077710212,A,2
445,s191,R,Unsyncopated_study2,A,20.0,feminino,right,Bachelor degree,1,L3,34.0,yes,3.0,2.0,1.0,1.0,no,no,0.05875714278087607,C,2
446,s192,R,Unsyncopated_study2,A,24.0,feminino,right,Bachelor degree,2,L3,63.0,no,3.0,2.0,4.0,5.0,yes,no,-0.005389705882341667,A,2
447,s192,R,Unsyncopated_study2,A,24.0,feminino,right,Bachelor degree,2,L3,63.0,no,3.0,2.0,4.0,5.0,yes,no,0.01830672268907052,C,2
448,s194,R,Unsyncopated_study2,B,30.0,feminino,right,Doctorate,3,L3,72.0,no,4.0,3.0,5.0,6.0,no,no,0.05484999999984508,A,2
449,s194,R,Unsyncopated_study2,B,30.0,feminino,right,Doctorate,3,L3,72.0,no,4.0,3.0,5.0,6.0,no,no,0.08185000000077725,C,2
450,s195,R,Unsyncopated_study2,B,22.0,feminino,right,Bachelor degree,2,L3,60.0,no,5.0,3.0,5.0,4.0,no,no,-0.07963333316647236,A,2
451,s195,R,Unsyncopated_study2,B,22.0,feminino,right,Bachelor degree,2,L3,60.0,no,5.0,3.0,5.0,4.0,no,no,0.10880357149099695,C,2
452,s196,R,Experiment4_uns,A,34.0,feminino,right,Master degree,2,L1,28.0,no,4.0,2.0,4.0,2.0,no,no,0.12270477941403046,A,2
453,s196,R,Experiment4_uns,A,34.0,feminino,right,Master degree,2,L1,28.0,no,4.0,2.0,4.0,2.0,no,no,0.17916102941480339,C,2
454,s197,R,Experiment4_uns,B,36.0,masculino,right,Master degree,1,L1,72.0,yes,2.0,2.0,3.0,4.0,yes,yes,0.054736363636380125,A,2
455,s197,R,Experiment4_uns,B,36.0,masculino,right,Master degree,1,L1,72.0,yes,2.0,2.0,3.0,4.0,yes,yes,0.10496666666667598,C,2
456,s2,R,Unsyncopated1,A,34.0,masculino,right,Doctorate,3,L2,58.0,yes,3.0,3.0,5.0,4.0,yes,no,-0.03553382352952661,C,2
457,s2,R,Unsyncopated1,A,34.0,masculino,right,Doctorate,3,L2,58.0,yes,3.0,3.0,5.0,4.0,yes,no,0.030324509803821398,A,2
458,s20,R,Unsyncopated1,B,26.0,feminino,right,Master degree,4,L2,65.0,yes,4.0,3.0,3.0,3.0,no,no,0.01775375014536884,A,2
459,s20,R,Unsyncopated1,B,26.0,feminino,right,Master degree,4,L2,65.0,yes,4.0,3.0,3.0,3.0,no,no,0.1425150003592892,C,2
460,s21,R,Unsyncopated1,B,26.0,feminino,right,Master degree,3,L2,70.0,no,3.0,3.0,3.0,4.0,no,no,-0.06254223602397102,A,2
461,s21,R,Unsyncopated1,B,26.0,feminino,right,Master degree,3,L2,70.0,no,3.0,3.0,3.0,4.0,no,no,0.045636335404066974,C,2
462,s22,R,Unsyncopated1,B,21.0,masculino,right,Upper secondary,1,L2,69.0,yes,4.0,2.0,5.0,4.0,no,no,-0.02385000000425963,C,2
463,s22,R,Unsyncopated1,B,21.0,masculino,right,Upper secondary,1,L2,69.0,yes,4.0,2.0,5.0,4.0,no,no,0.05275769230816696,A,2
464,s23,R,Unsyncopated1,B,21.0,feminino,right,Upper secondary,4,L2,54.0,yes,4.0,2.0,4.0,4.0,yes,no,0.0327889423123644,A,2
465,s23,R,Unsyncopated1,B,21.0,feminino,right,Upper secondary,4,L2,54.0,yes,4.0,2.0,4.0,4.0,yes,no,0.2059276922937882,C,2
466,s24,R,Unsyncopated1,B,30.0,masculino,right,Doctorate,2,L2,68.0,yes,2.0,2.0,2.0,3.0,no,yes,0.010460952381130206,A,2
467,s24,R,Unsyncopated1,B,30.0,masculino,right,Doctorate,2,L2,68.0,yes,2.0,2.0,2.0,3.0,no,yes,0.06694095238086029,C,2
468,s25,R,Unsyncopated1,B,26.0,masculino,right,Master degree,2,L2,72.0,yes,4.0,2.0,4.0,3.0,no,no,-0.13416048949831627,C,2
469,s25,R,Unsyncopated1,B,26.0,masculino,right,Master degree,2,L2,72.0,yes,4.0,2.0,4.0,3.0,no,no,-0.04532818180904852,A,2
470,s27,R,Unsyncopated1,B,20.0,feminino,right,Bachelor degree,1,L2,82.0,yes,3.0,2.0,3.0,2.0,no,no,0.13344333332778413,A,2
471,s27,R,Unsyncopated1,B,20.0,feminino,right,Bachelor degree,1,L2,82.0,yes,3.0,2.0,3.0,2.0,no,no,0.16388115384717417,C,2
472,s28,R,Unsyncopated1,B,33.0,masculino,right,Doctorate,3,L2,82.0,yes,2.0,2.0,5.0,5.0,yes,yes,-0.047955238105656606,A,2
473,s28,R,Unsyncopated1,B,33.0,masculino,right,Doctorate,3,L2,82.0,yes,2.0,2.0,5.0,5.0,yes,yes,-0.030691071426656835,C,2
474,s3,R,Unsyncopated1,A,27.0,feminino,right,Bachelor degree,2,L2,80.0,yes,3.0,2.0,1.0,2.0,no,no,-0.014516666670686518,A,2
475,s3,R,Unsyncopated1,A,27.0,feminino,right,Bachelor degree,2,L2,80.0,yes,3.0,2.0,1.0,2.0,no,no,0.041996190478671314,C,2
476,s30,R,Unsyncopated1,B,23.0,feminino,right,Bachelor degree,4,L2,67.0,yes,3.0,2.0,3.0,2.0,no,no,-0.34550952377227795,A,2
477,s30,R,Unsyncopated1,B,23.0,feminino,right,Bachelor degree,4,L2,67.0,yes,3.0,2.0,3.0,2.0,no,no,0.11460297618771909,C,2
478,s5,R,Unsyncopated1,A,36.0,masculino,both,Master degree,4,L2,71.0,yes,4.0,3.0,5.0,2.0,no,no,-0.28608000000049155,A,2
479,s5,R,Unsyncopated1,A,36.0,masculino,both,Master degree,4,L2,71.0,yes,4.0,3.0,5.0,2.0,no,no,-0.07340222222183085,C,2
480,s6,R,Unsyncopated1,A,26.0,feminino,right,Master degree,3,L2,56.0,yes,3.0,3.0,3.0,4.0,yes,no,-0.08278994564622988,A,2
481,s6,R,Unsyncopated1,A,26.0,feminino,right,Master degree,3,L2,56.0,yes,3.0,3.0,3.0,4.0,yes,no,-0.06655155280821295,C,2
482,s7,R,Unsyncopated1,A,28.0,feminino,right,Bachelor degree,1,L2,60.0,yes,4.0,2.0,5.0,3.0,yes,yes,-0.08525624999995607,C,2
483,s7,R,Unsyncopated1,A,28.0,feminino,right,Bachelor degree,1,L2,60.0,yes,4.0,2.0,5.0,3.0,yes,yes,-0.06128125000002804,A,2
484,s72,R,Unsyncopated1,A,18.0,feminino,right,Upper secondary,3,L2,68.0,no,3.0,2.0,4.0,2.0,no,no,-0.04985824175687181,C,2
485,s72,R,Unsyncopated1,A,18.0,feminino,right,Upper secondary,3,L2,68.0,no,3.0,2.0,4.0,2.0,no,no,0.09755714286357442,A,2
486,s73,R,Unsyncopated1,A,31.0,masculino,right,Bachelor degree,1,L2,76.0,yes,1.0,1.0,3.0,2.0,yes,yes,-0.02501954545525209,C,2
487,s73,R,Unsyncopated1,A,31.0,masculino,right,Bachelor degree,1,L2,76.0,yes,1.0,1.0,3.0,2.0,yes,yes,0.09314499999952752,A,2
488,s74,R,Unsyncopated1,A,23.0,masculino,right,Bachelor degree,1,L2,49.0,no,5.0,3.0,4.0,2.0,yes,no,-0.15665999997206415,C,2
489,s74,R,Unsyncopated1,A,23.0,masculino,right,Bachelor degree,1,L2,49.0,no,5.0,3.0,4.0,2.0,yes,no,-0.048135000001578776,A,2
490,s75,R,Unsyncopated1,A,23.0,masculino,right,Upper secondary,4,L2,68.0,yes,3.0,3.0,4.0,4.0,yes,yes,-0.06268166666498265,A,2
491,s75,R,Unsyncopated1,A,23.0,masculino,right,Upper secondary,4,L2,68.0,yes,3.0,3.0,4.0,4.0,yes,yes,-0.005699615382235068,C,2
492,s76,R,Unsyncopated1,A,23.0,masculino,left,Bachelor degree,3,L2,64.0,no,6.0,3.0,5.0,4.0,yes,no,-0.08208026313785444,A,2
493,s76,R,Unsyncopated1,A,23.0,masculino,left,Bachelor degree,3,L2,64.0,no,6.0,3.0,5.0,4.0,yes,no,-0.0005338345255350152,C,2
494,s77,R,Unsyncopated1,B,22.0,feminino,right,Upper secondary,4,L2,73.0,yes,2.0,3.0,3.0,2.0,no,no,0.03461333333331407,A,2
495,s77,R,Unsyncopated1,B,22.0,feminino,right,Upper secondary,4,L2,73.0,yes,2.0,3.0,3.0,2.0,no,no,0.12296181818190166,C,2
496,s78,R,Unsyncopated1,B,22.0,masculino,left,Upper secondary,4,L2,74.0,yes,3.0,2.0,4.0,4.0,yes,yes,-0.2990947368395731,A,2
497,s78,R,Unsyncopated1,B,22.0,masculino,left,Upper secondary,4,L2,74.0,yes,3.0,2.0,4.0,4.0,yes,yes,0.03071151316074816,C,2
498,s79,R,Unsyncopated1,B,21.0,masculino,right,Upper secondary,3,L2,55.0,yes,3.0,2.0,4.0,3.0,yes,yes,-0.008504700858235181,C,2
499,s79,R,Unsyncopated1,B,21.0,masculino,right,Upper secondary,3,L2,55.0,yes,3.0,2.0,4.0,3.0,yes,yes,0.03473585858450268,A,2
500,s8,R,Unsyncopated1,A,18.0,masculino,left,Upper secondary,4,L2,47.0,yes,4.0,3.0,3.0,2.0,yes,no,-0.3811222221850481,A,2
501,s8,R,Unsyncopated1,A,18.0,masculino,left,Upper secondary,4,L2,47.0,yes,4.0,3.0,3.0,2.0,yes,no,-0.20987222222489255,C,2
502,s80,R,Unsyncopated1,B,21.0,feminino,right,Bachelor degree,1,L2,57.0,yes,4.0,2.0,3.0,5.0,yes,no,0.05317368421146873,C,2
503,s80,R,Unsyncopated1,B,21.0,feminino,right,Bachelor degree,1,L2,57.0,yes,4.0,2.0,3.0,5.0,yes,no,0.05560225563853438,A,2
504,s81,R,Unsyncopated1,B,21.0,feminino,right,Bachelor degree,2,L2,78.0,no,2.0,2.0,0.0,3.0,no,no,0.03907058823517928,C,2
