,participant,condition,expName,group,age,sex,hand,education_level,block,language,BMRQ_score,music_exp,n_lang,n_lang_used,ability_learn_l2,tendence_mix_lan,partiture,music_use,meanRTs,syllable,info_index
838,s117,RB+,Unsyncopated_study2,B,23.0,feminino,right,Master degree,1,L2,71.0,yes,3.0,3.0,4.0,5.0,no,no,0.1305728261246375,A,4
839,s117,RB+,Unsyncopated_study2,B,23.0,feminino,right,Master degree,1,L2,71.0,yes,3.0,3.0,4.0,5.0,no,no,0.148422826168356,C,4
840,s119,RB+,Unsyncopated_study3,A,18.0,feminino,right,Upper secondary,4,L3,60.0,yes,2.0,2.0,3.0,2.0,no,no,0.061466176470159506,A,4
841,s119,RB+,Unsyncopated_study3,A,18.0,feminino,right,Upper secondary,4,L3,60.0,yes,2.0,2.0,3.0,2.0,no,no,0.10784784317020113,C,4
842,s12,RB+,Unsyncopated1,A,19.0,feminino,left,Upper secondary,4,L1,70.0,yes,5.0,3.0,4.0,4.0,no,yes,0.18573208333327595,C,4
843,s12,RB+,Unsyncopated1,A,19.0,feminino,left,Upper secondary,4,L1,70.0,yes,5.0,3.0,4.0,4.0,no,yes,0.19171208333319556,A,4
844,s121,RB+,Unsyncopated_study3,A,21.0,feminino,right,Upper secondary,3,L3,67.0,no,3.0,2.0,3.0,4.0,no,no,0.015203636363503858,A,4
845,s121,RB+,Unsyncopated_study3,A,21.0,feminino,right,Upper secondary,3,L3,67.0,no,3.0,2.0,3.0,4.0,no,no,0.09724363636360278,C,4
846,s122,RB+,Unsyncopated_study3,A,19.0,feminino,right,Upper secondary,2,L3,80.0,yes,4.0,2.0,4.0,2.0,yes,no,0.10943422619368426,A,4
847,s122,RB+,Unsyncopated_study3,A,19.0,feminino,right,Upper secondary,2,L3,80.0,yes,4.0,2.0,4.0,2.0,yes,no,0.1163529761911456,C,4
848,s123,RB+,Unsyncopated_study3,A,24.0,masculino,right,Upper secondary,3,L3,66.0,yes,4.0,2.0,5.0,3.0,yes,no,0.062471428571145404,A,4
849,s123,RB+,Unsyncopated_study3,A,24.0,masculino,right,Upper secondary,3,L3,66.0,yes,4.0,2.0,5.0,3.0,yes,no,0.17831517857146906,C,4
850,s124,RB+,Unsyncopated_study3,A,20.0,feminino,right,Upper secondary,4,L3,68.0,yes,3.0,2.0,3.0,3.0,yes,no,0.03800486107836609,C,4
851,s124,RB+,Unsyncopated_study3,A,20.0,feminino,right,Upper secondary,4,L3,68.0,yes,3.0,2.0,3.0,3.0,yes,no,0.05745777773334104,A,4
852,s125,RB+,Unsyncopated_study3,A,18.0,feminino,right,Upper secondary,4,L3,69.0,yes,3.0,2.0,1.0,6.0,yes,no,0.08594444444450455,A,4
853,s125,RB+,Unsyncopated_study3,A,18.0,feminino,right,Upper secondary,4,L3,69.0,yes,3.0,2.0,1.0,6.0,yes,no,0.12302020202022301,C,4
854,s126,RB+,Unsyncopated_study3,A,21.0,feminino,right,Bachelor degree,4,L3,77.0,yes,4.0,3.0,4.0,5.0,yes,no,-0.11820568181982571,C,4
855,s126,RB+,Unsyncopated_study3,A,21.0,feminino,right,Bachelor degree,4,L3,77.0,yes,4.0,3.0,4.0,5.0,yes,no,-0.10281607142937133,A,4
856,s128,RB+,Unsyncopated_study3,A,18.0,masculino,right,Upper secondary,1,L3,57.0,yes,3.0,2.0,2.0,2.0,yes,no,0.07056904757590832,A,4
857,s128,RB+,Unsyncopated_study3,A,18.0,masculino,right,Upper secondary,1,L3,57.0,yes,3.0,2.0,2.0,2.0,yes,no,0.10750333332220474,C,4
858,s129,RB+,Unsyncopated_study3,A,18.0,masculino,right,Upper secondary,4,L3,71.0,yes,4.0,3.0,4.0,3.0,yes,no,-0.047621428577052205,C,4
859,s129,RB+,Unsyncopated_study3,A,18.0,masculino,right,Upper secondary,4,L3,71.0,yes,4.0,3.0,4.0,3.0,yes,no,0.07411587301546252,A,4
860,s13,RB+,Unsyncopated1,A,26.0,masculino,right,Master degree,1,L1,46.0,yes,3.0,3.0,2.0,2.0,no,no,0.032957142820357554,A,4
861,s13,RB+,Unsyncopated1,A,26.0,masculino,right,Master degree,1,L1,46.0,yes,3.0,3.0,2.0,2.0,no,no,0.0718624999917934,C,4
862,s130,RB+,Unsyncopated_study3,A,19.0,feminino,right,Bachelor degree,4,L3,70.0,yes,5.0,3.0,3.0,5.0,no,no,-0.019983846175712028,A,4
863,s130,RB+,Unsyncopated_study3,A,19.0,feminino,right,Bachelor degree,4,L3,70.0,yes,5.0,3.0,3.0,5.0,no,no,0.04714333331979137,C,4
864,s131,RB+,Unsyncopated_study3,A,18.0,feminino,right,Bachelor degree,1,L3,59.0,yes,4.0,3.0,5.0,6.0,yes,no,0.03570833333333334,A,4
865,s131,RB+,Unsyncopated_study3,A,18.0,feminino,right,Bachelor degree,1,L3,59.0,yes,4.0,3.0,5.0,6.0,yes,no,0.06211904761904763,C,4
866,s134,RB+,Unsyncopated_study3,B,19.0,feminino,right,Upper secondary,1,L3,73.0,yes,3.0,2.0,5.0,2.0,yes,yes,0.057563508778974204,C,4
867,s134,RB+,Unsyncopated_study3,B,19.0,feminino,right,Upper secondary,1,L3,73.0,yes,3.0,2.0,5.0,2.0,yes,yes,0.08945559210869458,A,4
868,s135,RB+,Unsyncopated_study3,B,20.0,feminino,right,Bachelor degree,2,L3,68.0,yes,5.0,4.0,5.0,4.0,yes,no,-0.09701515151515427,C,4
869,s135,RB+,Unsyncopated_study3,B,20.0,feminino,right,Bachelor degree,2,L3,68.0,yes,5.0,4.0,5.0,4.0,yes,no,-0.08289583333339312,A,4
870,s136,RB+,Unsyncopated_study3,B,22.0,feminino,right,Upper secondary,1,L3,68.0,no,3.0,2.0,3.0,3.0,no,no,0.061575000000868796,A,4
871,s136,RB+,Unsyncopated_study3,B,22.0,feminino,right,Upper secondary,1,L3,68.0,no,3.0,2.0,3.0,3.0,no,no,0.0930366071457519,C,4
872,s137,RB+,Unsyncopated_study3,B,20.0,feminino,left,Upper secondary,4,L3,61.0,no,3.0,4.0,4.0,4.0,no,no,0.007124679472201301,A,4
873,s137,RB+,Unsyncopated_study3,B,20.0,feminino,left,Upper secondary,4,L3,61.0,no,3.0,4.0,4.0,4.0,no,no,0.0735841666658319,C,4
874,s138,RB+,Unsyncopated_study3,B,22.0,feminino,right,Bachelor degree,2,L3,74.0,yes,3.0,3.0,4.0,3.0,yes,no,0.0057924637642220445,C,4
875,s138,RB+,Unsyncopated_study3,B,22.0,feminino,right,Bachelor degree,2,L3,74.0,yes,3.0,3.0,4.0,3.0,yes,no,0.03373913046590282,A,4
876,s139,RB+,Unsyncopated_study3,B,31.0,feminino,right,Doctorate,4,L3,71.0,yes,3.0,2.0,3.0,6.0,yes,no,-0.043784999998434326,A,4
877,s139,RB+,Unsyncopated_study3,B,31.0,feminino,right,Doctorate,4,L3,71.0,yes,3.0,2.0,3.0,6.0,yes,no,0.039055000015029484,C,4
878,s14,RB+,Unsyncopated1,A,32.0,masculino,right,Bachelor degree,3,L1,43.0,no,2.0,1.0,2.0,3.0,no,no,-0.0727530075016084,A,4
879,s14,RB+,Unsyncopated1,A,32.0,masculino,right,Bachelor degree,3,L1,43.0,no,2.0,1.0,2.0,3.0,no,no,-0.014544078926145954,C,4
880,s140,RB+,Unsyncopated_study3,B,21.0,feminino,right,Bachelor degree,2,L3,77.0,yes,3.0,2.0,4.0,4.0,yes,no,0.01914666666582643,A,4
881,s140,RB+,Unsyncopated_study3,B,21.0,feminino,right,Bachelor degree,2,L3,77.0,yes,3.0,2.0,4.0,4.0,yes,no,0.09747916666662582,C,4
882,s141,RB+,Unsyncopated_study3,B,21.0,masculino,right,Upper secondary,4,L3,51.0,yes,6.0,2.0,5.0,1.0,yes,no,0.006296428570187973,A,4
883,s141,RB+,Unsyncopated_study3,B,21.0,masculino,right,Upper secondary,4,L3,51.0,yes,6.0,2.0,5.0,1.0,yes,no,0.08588333333472908,C,4
884,s142,RB+,Unsyncopated_study3,B,18.0,feminino,right,Upper secondary,4,L3,73.0,no,3.0,2.0,4.0,4.0,no,no,-0.1366369230768112,A,4
885,s142,RB+,Unsyncopated_study3,B,18.0,feminino,right,Upper secondary,4,L3,73.0,no,3.0,2.0,4.0,4.0,no,no,-0.11874358974457688,C,4
886,s143,RB+,Unsyncopated_study3,B,18.0,masculino,right,Upper secondary,1,L3,60.0,no,3.0,3.0,5.0,4.0,no,no,-0.042950378758425,C,4
887,s143,RB+,Unsyncopated_study3,B,18.0,masculino,right,Upper secondary,1,L3,60.0,no,3.0,3.0,5.0,4.0,no,no,-0.017341287888298695,A,4
888,s144,RB+,Unsyncopated_study3,B,24.0,feminino,right,Bachelor degree,4,L3,62.0,yes,4.0,2.0,4.0,2.0,yes,no,0.06793333333433604,A,4
889,s144,RB+,Unsyncopated_study3,B,24.0,feminino,right,Bachelor degree,4,L3,62.0,yes,4.0,2.0,4.0,2.0,yes,no,0.08808461538426804,C,4
890,s145,RB+,Unsyncopated_study3,B,25.0,masculino,right,Upper secondary,1,L3,49.0,yes,3.0,2.0,4.0,2.0,no,no,0.11124968947833902,A,4
891,s145,RB+,Unsyncopated_study3,B,25.0,masculino,right,Upper secondary,1,L3,49.0,yes,3.0,2.0,4.0,2.0,no,no,0.13199076088453715,C,4
892,s146,RB+,Unsyncopated_study3,B,18.0,feminino,right,Upper secondary,1,L3,79.0,no,3.0,2.0,4.0,1.0,yes,no,0.15435714285714797,A,4
893,s146,RB+,Unsyncopated_study3,B,18.0,feminino,right,Upper secondary,1,L3,79.0,no,3.0,2.0,4.0,1.0,yes,no,0.16977619047619807,C,4
894,s147,RB+,Unsyncopated_study3,B,18.0,feminino,left,Upper secondary,4,L3,77.0,no,4.0,2.0,4.0,3.0,yes,no,-0.007666666661595878,A,4
895,s147,RB+,Unsyncopated_study3,B,18.0,feminino,left,Upper secondary,4,L3,77.0,no,4.0,2.0,4.0,3.0,yes,no,0.09514999999607454,C,4
896,s148,RB+,Unsyncopated_study3,A,21.0,feminino,right,Upper secondary,2,L3,54.0,yes,3.0,2.0,3.0,3.0,no,no,-0.03650384613642976,A,4
897,s148,RB+,Unsyncopated_study3,A,21.0,feminino,right,Upper secondary,2,L3,54.0,yes,3.0,2.0,3.0,3.0,no,no,0.0414500000212259,C,4
898,s149,RB+,Unsyncopated_study3,B,36.0,masculino,left,Secondary,4,L3,54.0,yes,3.0,3.0,4.0,2.0,yes,no,0.07574519230865362,A,4
899,s149,RB+,Unsyncopated_study3,B,36.0,masculino,left,Secondary,4,L3,54.0,yes,3.0,3.0,4.0,2.0,yes,no,0.13495054945212137,C,4
900,s15,RB+,Unsyncopated1,A,27.0,masculino,right,Bachelor degree,2,L1,64.0,yes,3.0,2.0,4.0,4.0,yes,no,0.0906456726147703,A,4
901,s15,RB+,Unsyncopated1,A,27.0,masculino,right,Bachelor degree,2,L1,64.0,yes,3.0,2.0,4.0,4.0,yes,no,0.12651874985009814,C,4
902,s150,RB+,Unsyncopated_study3,A,29.0,masculino,right,Master degree,3,L3,61.0,no,2.0,2.0,4.0,1.0,no,no,-0.2028750000296563,A,4
903,s150,RB+,Unsyncopated_study3,A,29.0,masculino,right,Master degree,3,L3,61.0,no,2.0,2.0,4.0,1.0,no,no,-0.10864583334319544,C,4
904,s151,RB+,Unsyncopated_study3,B,27.0,feminino,right,Bachelor degree,4,L3,72.0,no,3.0,2.0,3.0,0.0,no,no,-0.11594444444458973,A,4
905,s151,RB+,Unsyncopated_study3,B,27.0,feminino,right,Bachelor degree,4,L3,72.0,no,3.0,2.0,3.0,0.0,no,no,0.07924603174600386,C,4
906,s152,RB+,Experiment4_uns,A,22.0,feminino,right,Bachelor degree,1,L4,56.0,yes,4.0,1.0,3.0,3.0,no,no,0.1252687179422005,C,4
907,s152,RB+,Experiment4_uns,A,22.0,feminino,right,Bachelor degree,1,L4,56.0,yes,4.0,1.0,3.0,3.0,no,no,0.13724663460655706,A,4
908,s153,RB+,Experiment4_uns,A,24.0,feminino,right,Bachelor degree,2,L4,44.0,yes,6.0,5.0,5.0,5.0,no,no,0.10930175438594192,C,4
909,s153,RB+,Experiment4_uns,A,24.0,feminino,right,Bachelor degree,2,L4,44.0,yes,6.0,5.0,5.0,5.0,no,no,0.1590559210526185,A,4
910,s155,RB+,Experiment4_uns,A,23.0,masculino,right,Bachelor degree,4,L4,48.0,no,3.0,1.0,1.0,3.0,no,no,-0.02682307691296071,C,4
911,s155,RB+,Experiment4_uns,A,23.0,masculino,right,Bachelor degree,4,L4,48.0,no,3.0,1.0,1.0,3.0,no,no,-0.005589230772129028,A,4
912,s156,RB+,Experiment4_uns,A,22.0,feminino,left,Master degree,1,L4,72.0,yes,3.0,3.0,5.0,4.0,yes,yes,-0.025653846190562102,A,4
913,s156,RB+,Experiment4_uns,A,22.0,feminino,left,Master degree,1,L4,72.0,yes,3.0,3.0,5.0,4.0,yes,yes,-0.021680769234859953,C,4
914,s158,RB+,Experiment4_uns,A,24.0,feminino,right,Bachelor degree,1,L4,74.0,no,3.0,2.0,3.0,4.0,yes,no,-0.07307142857146831,A,4
915,s158,RB+,Experiment4_uns,A,24.0,feminino,right,Bachelor degree,1,L4,74.0,no,3.0,2.0,3.0,4.0,yes,no,-0.018800000000006145,C,4
916,s159,RB+,Experiment4_uns,A,24.0,feminino,right,Upper secondary,1,L4,82.0,yes,3.0,2.0,3.0,0.0,yes,no,-0.03428296704536826,A,4
917,s159,RB+,Experiment4_uns,A,24.0,feminino,right,Upper secondary,1,L4,82.0,yes,3.0,2.0,3.0,0.0,yes,no,0.03025714284180292,C,4
918,s16,RB+,Unsyncopated1,B,23.0,masculino,right,Upper secondary,1,L1,62.0,no,3.0,2.0,4.0,3.0,no,no,0.04741127817705437,A,4
919,s16,RB+,Unsyncopated1,B,23.0,masculino,right,Upper secondary,1,L1,62.0,no,3.0,2.0,4.0,3.0,no,no,0.10996842106005245,C,4
920,s160,RB+,Experiment4_uns,A,23.0,feminino,right,Upper secondary,3,L4,73.0,yes,3.0,2.0,4.0,5.0,yes,yes,0.11020583333406792,A,4
921,s160,RB+,Experiment4_uns,A,23.0,feminino,right,Upper secondary,3,L4,73.0,yes,3.0,2.0,4.0,5.0,yes,yes,0.18479333333375275,C,4
922,s162,RB+,Experiment4_uns,A,21.0,feminino,right,Bachelor degree,2,L4,61.0,yes,3.0,2.0,4.0,3.0,yes,no,0.06479916666923113,C,4
923,s162,RB+,Experiment4_uns,A,21.0,feminino,right,Bachelor degree,2,L4,61.0,yes,3.0,2.0,4.0,3.0,yes,no,0.15008583333270586,A,4
924,s163,RB+,Experiment4_uns,A,23.0,feminino,right,Other,2,L4,76.0,yes,3.0,3.0,4.0,4.0,yes,yes,0.13026111107400118,A,4
925,s163,RB+,Experiment4_uns,A,23.0,feminino,right,Other,2,L4,76.0,yes,3.0,3.0,4.0,4.0,yes,yes,0.15832361101436543,C,4
926,s164,RB+,Experiment4_uns,A,20.0,feminino,right,Bachelor degree,1,L4,69.0,yes,3.0,3.0,4.0,4.0,no,no,0.022880357149733688,C,4
927,s164,RB+,Experiment4_uns,A,20.0,feminino,right,Bachelor degree,1,L4,69.0,yes,3.0,3.0,4.0,4.0,no,no,0.07292142857400585,A,4
928,s165,RB+,Experiment4_uns,A,23.0,feminino,right,Bachelor degree,3,L4,62.0,yes,3.0,3.0,4.0,5.0,yes,no,-0.11500583335970804,A,4
929,s165,RB+,Experiment4_uns,A,23.0,feminino,right,Bachelor degree,3,L4,62.0,yes,3.0,3.0,4.0,5.0,yes,no,-0.03908666669540717,C,4
930,s166,RB+,Experiment4_uns,A,26.0,feminino,right,Doctorate,3,L4,61.0,no,4.0,3.0,4.0,5.0,yes,no,0.0419599999745659,C,4
931,s166,RB+,Experiment4_uns,A,26.0,feminino,right,Doctorate,3,L4,61.0,no,4.0,3.0,4.0,5.0,yes,no,0.10946205126750119,A,4
932,s167,RB+,Experiment4_uns,B,19.0,feminino,right,Upper secondary,1,L4,72.0,yes,3.0,3.0,4.0,5.0,yes,yes,0.04897833331424917,A,4
933,s167,RB+,Experiment4_uns,B,19.0,feminino,right,Upper secondary,1,L4,72.0,yes,3.0,3.0,4.0,5.0,yes,yes,0.16579875003696104,C,4
934,s168,RB+,Experiment4_uns,B,30.0,masculino,right,Other,3,L4,65.0,no,2.0,1.0,4.0,2.0,no,no,-0.05892115384697316,C,4
935,s168,RB+,Experiment4_uns,B,30.0,masculino,right,Other,3,L4,65.0,no,2.0,1.0,4.0,2.0,no,no,0.032797727283566225,A,4
936,s169,RB+,Experiment4_uns,B,21.0,feminino,left,Bachelor degree,1,L4,72.0,yes,4.0,2.0,4.0,5.0,yes,no,-0.024871076903352884,C,4
937,s169,RB+,Experiment4_uns,B,21.0,feminino,left,Bachelor degree,1,L4,72.0,yes,4.0,2.0,4.0,5.0,yes,no,0.1078645000056826,A,4
938,s17,RB+,Unsyncopated1,B,27.0,masculino,right,Master degree,3,L1,66.0,yes,3.0,2.0,5.0,4.0,no,no,0.049654166673735345,C,4
939,s17,RB+,Unsyncopated1,B,27.0,masculino,right,Master degree,3,L1,66.0,yes,3.0,2.0,5.0,4.0,no,no,0.12827416663381908,A,4
940,s170,RB+,Experiment4_uns,B,22.0,feminino,right,Upper secondary,1,L4,63.0,yes,3.0,2.0,3.0,3.0,no,no,-0.029052592590554815,A,4
941,s170,RB+,Experiment4_uns,B,22.0,feminino,right,Upper secondary,1,L4,63.0,yes,3.0,2.0,3.0,3.0,no,no,-0.027992592593173105,C,4
942,s171,RB+,Experiment4_uns,B,18.0,masculino,both,Upper secondary,3,L4,65.0,yes,3.0,2.0,4.0,3.0,yes,no,0.011479285713995702,C,4
943,s171,RB+,Experiment4_uns,B,18.0,masculino,both,Upper secondary,3,L4,65.0,yes,3.0,2.0,4.0,3.0,yes,no,0.021853888888459294,A,4
944,s172,RB+,Experiment4_uns,B,23.0,feminino,right,Master degree,2,L4,73.0,yes,3.0,2.0,4.0,5.0,yes,no,-0.127839393939419,C,4
945,s172,RB+,Experiment4_uns,B,23.0,feminino,right,Master degree,2,L4,73.0,yes,3.0,2.0,4.0,5.0,yes,no,-0.09991558441554738,A,4
946,s173,RB+,Experiment4_uns,B,29.0,feminino,right,Bachelor degree,4,L4,68.0,yes,3.0,2.0,4.0,4.0,yes,yes,0.04431666666689216,A,4
947,s173,RB+,Experiment4_uns,B,29.0,feminino,right,Bachelor degree,4,L4,68.0,yes,3.0,2.0,4.0,4.0,yes,yes,0.06676000000010607,C,4
948,s174,RB+,Experiment4_uns,B,24.0,feminino,right,Bachelor degree,1,L4,53.0,no,5.0,3.0,3.0,3.0,no,no,-0.08016307692185654,C,4
949,s174,RB+,Experiment4_uns,B,24.0,feminino,right,Bachelor degree,1,L4,53.0,no,5.0,3.0,3.0,3.0,no,no,0.03362237762392184,A,4
950,s175,RB+,Experiment4_uns,B,33.0,masculino,right,Master degree,4,L4,67.0,no,3.0,2.0,3.0,2.0,no,no,-0.0021394230750394483,C,4
951,s175,RB+,Experiment4_uns,B,33.0,masculino,right,Master degree,4,L4,67.0,no,3.0,2.0,3.0,2.0,no,no,0.04090432692224677,A,4
952,s176,RB+,Experiment4_uns,B,27.0,feminino,right,Master degree,4,L4,63.0,yes,3.0,3.0,3.0,1.0,no,no,-0.08709621212155882,C,4
953,s176,RB+,Experiment4_uns,B,27.0,feminino,right,Master degree,4,L4,63.0,yes,3.0,3.0,3.0,1.0,no,no,-0.01586454545460081,A,4
954,s177,RB+,Experiment4_uns,B,22.0,masculino,left,Bachelor degree,1,L4,36.0,yes,4.0,3.0,5.0,4.0,no,no,0.035053205125789355,C,4
955,s177,RB+,Experiment4_uns,B,22.0,masculino,left,Bachelor degree,1,L4,36.0,yes,4.0,3.0,5.0,4.0,no,no,0.09853782050903881,A,4
956,s178,RB+,Experiment4_uns,B,18.0,masculino,right,Upper secondary,2,L4,64.0,yes,4.0,3.0,4.0,2.0,no,no,0.0026282051281926178,C,4
957,s178,RB+,Experiment4_uns,B,18.0,masculino,right,Upper secondary,2,L4,64.0,yes,4.0,3.0,4.0,2.0,no,no,0.08663333333342826,A,4
958,s18,RB+,Unsyncopated1,B,30.0,masculino,right,Bachelor degree,4,L1,78.0,yes,3.0,3.0,4.0,4.0,no,yes,-0.08847500000012598,A,4
959,s18,RB+,Unsyncopated1,B,30.0,masculino,right,Bachelor degree,4,L1,78.0,yes,3.0,3.0,4.0,4.0,no,yes,0.06348787878782503,C,4
960,s180,RB+,Experiment4_uns,B,24.0,masculino,right,Bachelor degree,3,L4,72.0,yes,2.0,2.0,2.0,3.0,no,no,0.0016714285712388088,C,4
961,s180,RB+,Experiment4_uns,B,24.0,masculino,right,Bachelor degree,3,L4,72.0,yes,2.0,2.0,2.0,3.0,no,no,0.027999999999839376,A,4
962,s181,RB+,Experiment4_uns,B,18.0,feminino,left,Upper secondary,4,L4,69.0,yes,4.0,3.0,5.0,1.0,yes,no,0.03949629629643192,C,4
963,s181,RB+,Experiment4_uns,B,18.0,feminino,left,Upper secondary,4,L4,69.0,yes,4.0,3.0,5.0,1.0,yes,no,0.04837962962968412,A,4
964,s182,RB+,Experiment4_uns,A,24.0,feminino,right,Bachelor degree,3,L4,51.0,no,3.0,2.0,4.0,3.0,yes,no,0.041587500045760506,A,4
965,s182,RB+,Experiment4_uns,A,24.0,feminino,right,Bachelor degree,3,L4,51.0,no,3.0,2.0,4.0,3.0,yes,no,0.04878666661588038,C,4
966,s183,RB+,Experiment4_uns,A,21.0,feminino,right,Upper secondary,2,L4,57.0,yes,3.0,3.0,4.0,3.0,no,no,0.18686883116864517,C,4
967,s183,RB+,Experiment4_uns,A,21.0,feminino,right,Upper secondary,2,L4,57.0,yes,3.0,3.0,4.0,3.0,no,no,0.2721259740257458,A,4
968,s184,RB+,Experiment4_uns,B,22.0,feminino,right,Bachelor degree,2,L4,68.0,no,3.0,3.0,4.0,6.0,yes,no,0.06333575757456134,A,4
969,s184,RB+,Experiment4_uns,B,22.0,feminino,right,Bachelor degree,2,L4,68.0,no,3.0,3.0,4.0,6.0,yes,no,0.12592666666697472,C,4
970,s185,RB+,Experiment4_uns,B,22.0,masculino,left,Bachelor degree,1,L4,68.0,yes,3.0,3.0,4.0,2.0,yes,no,-0.05677710150013138,C,4
971,s185,RB+,Experiment4_uns,B,22.0,masculino,left,Bachelor degree,1,L4,68.0,yes,3.0,3.0,4.0,2.0,yes,no,0.07045706519355188,A,4
972,s19,RB+,Unsyncopated1,B,26.0,masculino,right,Master degree,4,L1,62.0,yes,3.0,2.0,5.0,4.0,yes,yes,0.0973112781866422,A,4
973,s19,RB+,Unsyncopated1,B,26.0,masculino,right,Master degree,4,L1,62.0,yes,3.0,2.0,5.0,4.0,yes,yes,0.1673017543805967,C,4
974,s190,RB+,Unsyncopated_study2,A,19.0,masculino,left,Upper secondary,2,L2,59.0,no,3.0,2.0,3.0,1.0,no,no,-0.049878362577425506,A,4
975,s190,RB+,Unsyncopated_study2,A,19.0,masculino,left,Upper secondary,2,L2,59.0,no,3.0,2.0,3.0,1.0,no,no,-0.04433562752817888,C,4
976,s191,RB+,Unsyncopated_study2,A,20.0,feminino,right,Bachelor degree,4,L2,34.0,yes,3.0,2.0,1.0,1.0,no,no,0.07056461539818426,A,4
977,s191,RB+,Unsyncopated_study2,A,20.0,feminino,right,Bachelor degree,4,L2,34.0,yes,3.0,2.0,1.0,1.0,no,no,0.13166239315423323,C,4
978,s192,RB+,Unsyncopated_study2,A,24.0,feminino,right,Bachelor degree,1,L2,63.0,no,3.0,2.0,4.0,5.0,yes,no,-0.20656250000001397,A,4
979,s192,RB+,Unsyncopated_study2,A,24.0,feminino,right,Bachelor degree,1,L2,63.0,no,3.0,2.0,4.0,5.0,yes,no,-0.054250000000011345,C,4
980,s194,RB+,Unsyncopated_study2,B,30.0,feminino,right,Doctorate,2,L2,72.0,no,4.0,3.0,5.0,6.0,no,no,0.0034722408036251817,A,4
981,s194,RB+,Unsyncopated_study2,B,30.0,feminino,right,Doctorate,2,L2,72.0,no,4.0,3.0,5.0,6.0,no,no,0.09437942029032342,C,4
982,s195,RB+,Unsyncopated_study2,B,22.0,feminino,right,Bachelor degree,1,L2,60.0,no,5.0,3.0,5.0,4.0,no,no,0.040683540391625916,C,4
983,s195,RB+,Unsyncopated_study2,B,22.0,feminino,right,Bachelor degree,1,L2,60.0,no,5.0,3.0,5.0,4.0,no,no,0.048207825989653785,A,4
984,s196,RB+,Experiment4_uns,A,34.0,feminino,right,Master degree,1,L4,28.0,no,4.0,2.0,4.0,2.0,no,no,0.006515000001703908,A,4
985,s196,RB+,Experiment4_uns,A,34.0,feminino,right,Master degree,1,L4,28.0,no,4.0,2.0,4.0,2.0,no,no,0.013934999997922137,C,4
986,s197,RB+,Experiment4_uns,B,36.0,masculino,right,Master degree,2,L4,72.0,yes,2.0,2.0,3.0,4.0,yes,yes,-0.11652380952380437,A,4
987,s197,RB+,Experiment4_uns,B,36.0,masculino,right,Master degree,2,L4,72.0,yes,2.0,2.0,3.0,4.0,yes,yes,-0.11601282051278317,C,4
988,s2,RB+,Unsyncopated1,A,34.0,masculino,right,Doctorate,1,L1,58.0,yes,3.0,3.0,5.0,4.0,yes,no,0.1190847222220337,A,4
989,s2,RB+,Unsyncopated1,A,34.0,masculino,right,Doctorate,1,L1,58.0,yes,3.0,3.0,5.0,4.0,yes,no,0.14976222222218194,C,4
990,s20,RB+,Unsyncopated1,B,26.0,feminino,right,Master degree,1,L1,65.0,yes,4.0,3.0,3.0,3.0,no,no,-0.023548354986511644,C,4
991,s20,RB+,Unsyncopated1,B,26.0,feminino,right,Master degree,1,L1,65.0,yes,4.0,3.0,3.0,3.0,no,no,0.0906436090863677,A,4
992,s21,RB+,Unsyncopated1,B,26.0,feminino,right,Master degree,4,L1,70.0,no,3.0,3.0,3.0,4.0,no,no,0.016081250001033,C,4
993,s21,RB+,Unsyncopated1,B,26.0,feminino,right,Master degree,4,L1,70.0,no,3.0,3.0,3.0,4.0,no,no,0.0892925000004775,A,4
994,s22,RB+,Unsyncopated1,B,21.0,masculino,right,Upper secondary,2,L1,69.0,yes,4.0,2.0,5.0,4.0,no,no,-0.10194736842692931,A,4
995,s22,RB+,Unsyncopated1,B,21.0,masculino,right,Upper secondary,2,L1,69.0,yes,4.0,2.0,5.0,4.0,no,no,-0.05400451128433359,C,4
996,s23,RB+,Unsyncopated1,B,21.0,feminino,right,Upper secondary,2,L1,54.0,yes,4.0,2.0,4.0,4.0,yes,no,0.051500999965596095,A,4
997,s23,RB+,Unsyncopated1,B,21.0,feminino,right,Upper secondary,2,L1,54.0,yes,4.0,2.0,4.0,4.0,yes,no,0.09298266665774602,C,4
998,s24,RB+,Unsyncopated1,B,30.0,masculino,right,Doctorate,4,L1,68.0,yes,2.0,2.0,2.0,3.0,no,yes,-0.10091583333312193,C,4
999,s24,RB+,Unsyncopated1,B,30.0,masculino,right,Doctorate,4,L1,68.0,yes,2.0,2.0,2.0,3.0,no,yes,-0.008633928571896488,A,4
1000,s25,RB+,Unsyncopated1,B,26.0,masculino,right,Master degree,1,L1,72.0,yes,4.0,2.0,4.0,3.0,no,no,0.07996498318694223,A,4
1001,s25,RB+,Unsyncopated1,B,26.0,masculino,right,Master degree,1,L1,72.0,yes,4.0,2.0,4.0,3.0,no,no,0.16845264549765915,C,4
1002,s26,RB+,Unsyncopated1,B,27.0,feminino,right,Bachelor degree,2,L1,67.0,yes,2.0,3.0,3.0,4.0,no,no,-0.07763214286315145,C,4
1003,s26,RB+,Unsyncopated1,B,27.0,feminino,right,Bachelor degree,2,L1,67.0,yes,2.0,3.0,3.0,4.0,no,no,-0.06581547619545525,A,4
