Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,lang_4,age_l4,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,instr_2,age_M2,instr_3,age_M3,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
10,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s2,r1,10,Online_whatL3//b.ñe.sa7.none.none.wav,gu,di,le,sil,chu,ga,ka,sil1,mo,ko,sil2,['-'],,,none,none,,,,sa,2,testWhatL3Uns//r2.s1.0.wav,1.0,what,unsyncopated,b,s1,rule,rule,L3,m,2.69,3.0,0.0,2.051,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,11.Busco novedades musicales continuamente,0.0,  todo genial ,45.0,yes
11,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s1,r1,11,Online_whatL3//b.ñe.sa4.none.none.wav,chu,ka,le,sil,mo,je,ga,sil1,do,ji,sil2,['-'],,,none,none,,,,sa,2,testWhatL3Uns//cat_viol.r1.s2.0.wav,1.0,what,unsyncopated,a,s2,no_rule,cat,L3,z,0.901,6.0,0.0,2.134,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,12. Puedo llorar cuando escucho algunas melodías que me gustan mucho.,3.0,  todo genial ,45.0,yes
12,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s2,r2,12,Online_whatL3//c.gu.je18.none.none.wav,ko,do,ji,sil,ñe,li,ga,sil2,sa,di,sil1,['-'],,,none,none,,,,je,3,testWhatL3Uns//r1.s1.1.wav,1.0,what,unsyncopated,a,s1,rule,rule,L3,m,2.121,6.0,0.0,1.752,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,13. Me gusta cantar o tocar un instrumento con más gente,2.0,  todo genial ,45.0,yes
13,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s1,r1,13,Online_whatL3//c.gu.je16.1332.444.wav,chu,fu,je,sil,mo,di,gu,sil1,li,ko,sil2,['catch'],[0.8080000000001064],[0.8080000000001064],0.444,no_beat,0.3640000000001064,0.3640000000001064,"[""space""]",je,3,testWhatL3Uns//r1.s1.2.wav,1.0,what,unsyncopated,a,s1,rule,rule,L3,m,0.75,5.0,0.0,1.233,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,14. La música me ayuda a desconectar.,3.0,  todo genial ,45.0,yes
14,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s2,r2,14,Online_whatL3//c.gu.je19.0.1110.wav,gu,do,li,sil,ñe,je,ji,sil2,sa,di,sil1,['catch'],[1.9250000000000682],[1.9250000000000682],1.11,no_beat,0.8150000000000681,0.8150000000000681,"[""space""]",je,3,testWhatL3Uns//time_viol.r2.s2.0.wav,1.0,what,unsyncopated,b,s2,no_rule,time,L3,z,1.468,4.0,0.0,1.901,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,15. No puedo evitar tararear las canciones que me gustan cuando las escucho.,4.0,  todo genial ,45.0,yes
15,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s1,r2,15,Online_whatL3//c.gu.je17.none.none.wav,ñe,ga,li,sil2,sa,ko,ji,sil,do,ka,sil1,['-'],,,none,none,,,,je,3,testWhatL3Uns//cat_viol.r2.s2.0.wav,1.0,what,unsyncopated,b,s2,no_rule,cat,L3,m,1.033,7.0,1.0,1.317,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,16. En los conciertos me siento en sintonía con los artistas y el público.,2.0,  todo genial ,45.0,yes
16,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s2,r2,16,Online_whatL3//a.chu.mo31.none.none.wav,ka,di,ko,sil,ñe,ji,fu,sil1,sa,le,sil2,['false alarm'],[1.7469999999999573],[1.7469999999999573],none,none,,,"[""space""]",chu,1,testWhatL3Uns//cat_viol.r1.s1.0.wav,1.0,what,unsyncopated,a,s1,no_rule,cat,L3,m,0.618,6.0,1.0,1.135,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,17. Me gasto bastante dinero en música y cosas relacionadas con la música.,0.0,  todo genial ,45.0,yes
17,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s1,r1,17,Online_whatL3//a.chu.mo30.0.888.wav,chu,ko,li,sil,mo,gu,le,sil2,je,fu,sil1,['miss'],,,0.0,beat,,,,chu,1,testWhatL3Uns//time_viol.r1.s2.0.wav,1.0,what,unsyncopated,a,s2,no_rule,time,L3,m,0.2,7.0,1.0,0.734,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,18. Siento escalofríos cuando escucho una melodía que me gusta.,2.0,  todo genial ,45.0,yes
18,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s1,r2,18,Online_whatL3//a.chu.mo29.none.none.wav,ñe,do,di,sil,sa,gu,ko,sil1,le,ka,sil2,['-'],,,none,none,,,,chu,1,testWhatL3Uns//cat_viol.r2.s1.0.wav,1.0,what,unsyncopated,b,s1,no_rule,cat,L3,z,0.636,5.0,0.0,1.67,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,19. Con la música me puedo desahogar.,2.0,  todo genial ,45.0,yes
19,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s2,r2,19,Online_whatL3//a.chu.mo28.none.none.wav,di,do,ka,sil,ñe,ko,ji,sil1,sa,fu,sil2,['-'],,,none,none,,,,chu,1,testWhatL3Uns//time_viol.r2.s1.0.wav,1.0,what,unsyncopated,b,s1,no_rule,time,L3,z,0.6,3.0,0.0,0.784,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,20. Cuando escucho una melodía que me gusta mucho no puedo evitar mover el cuerpo.,4.0,  todo genial ,45.0,yes
20,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s1,r2,20,Online_whatL3//a.chu.mo3.none.none.wav,ñe,gu,li,sil,sa,je,do,sil1,ji,ka,sil2,['-'],,,none,none,,,,chu,1,testWhatL3Uns//time_viol.r1.s1.0.wav,1.0,what,unsyncopated,a,s1,no_rule,time,L3,m,5.469,6.0,1.0,1.602,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,,,  todo genial ,45.0,yes
21,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s2,r1,21,Online_whatL3//a.chu.mo2.1110.1998.wav,fu,do,je,sil2,chu,gu,li,sil,mo,ka,sil1,['catch'],[1.5439999999999827],[1.5439999999999827],1.11,no_beat,0.4339999999999826,0.4339999999999826,"[""space""]",chu,1,testWhatL3Uns//r2.s2.2.wav,1.0,what,unsyncopated,b,s2,rule,rule,L3,m,6.105,5.0,0.0,1.503,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,,,  todo genial ,45.0,yes
22,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s2,r1,22,Online_whatL3//a.chu.mo0.1110.1998.wav,fu,di,li,sil2,chu,ga,ko,sil,mo,le,sil1,['catch'],[1.7440000000000282],[1.7440000000000282],1.11,no_beat,0.6340000000000281,0.6340000000000281,"[""space""]",chu,1,testWhatL3Uns//r1.s1.0.wav,1.0,what,unsyncopated,a,s1,rule,rule,L3,z,0.351,7.0,1.0,1.351,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,,,  todo genial ,45.0,yes
23,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s1,r2,23,Online_whatL3//a.chu.mo1.none.none.wav,ñe,gu,ji,sil,sa,di,ga,sil2,fu,ka,sil1,['-'],,,none,none,,,,chu,1,testWhatL3Uns//dep_viol.r2.s1.0.wav,1.0,what,unsyncopated,b,s1,no_rule,dep,L3,z,0.634,6.0,0.0,0.935,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,,,  todo genial ,45.0,yes
24,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s2,r2,24,Online_whatL3//d.ji.li22.none.none.wav,gu,ka,di,sil,ñe,do,ga,sil2,sa,ko,sil1,['-'],,,none,none,,,,li,4,testConjL2Uns//cat_viol.r2.s1.0.wav,2.0,conjunction_un,unsyncopated,b,s1,no_rule,cat,L2,m,3.769,7.0,1.0,1.851,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,,,  todo genial ,45.0,yes
25,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s1,r1,25,Online_whatL3//d.ji.li20.none.none.wav,chu,gu,fu,sil2,mo,ga,do,sil,ka,di,sil1,['-'],,,none,none,,,,li,4,testConjL2Uns//r2.s2.1.wav,2.0,conjunction_un,unsyncopated,b,s2,rule,rule,L2,z,1.268,6.0,1.0,3.052,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,,,  todo genial ,45.0,yes
26,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s2,r2,26,Online_whatL3//d.ji.li23.0.444.wav,ji,ko,li,sil,ñe,di,fu,sil2,sa,je,sil1,['catch'],[0.9920000000000755],[0.9920000000000755],0.444,no_beat,0.5480000000000755,0.5480000000000755,"[""space""]",li,4,testConjL2Uns//r2.s1.1.wav,2.0,conjunction_un,unsyncopated,b,s1,rule,rule,L2,m,0.953,5.0,0.0,1.752,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,,,  todo genial ,45.0,yes
27,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s2,r2,27,Online_whatL3//d.ji.li21.none.none.wav,di,le,ko,sil,ñe,ka,je,sil1,sa,gu,sil2,['-'],,,none,none,,,,li,4,testConjL2Uns//r1.s1.0.wav,2.0,conjunction_un,unsyncopated,a,s1,rule,rule,L2,m,2.684,4.0,0.0,1.371,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,,,  todo genial ,45.0,yes
28,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s2,r2,28,Online_whatL3//c.gu.je7.none.none.wav,ga,li,do,sil,ñe,ka,ko,sil1,sa,le,sil2,['-'],,,none,none,,,,je,3,testConjL2Uns//cat_viol.r1.s1.0.wav,2.0,conjunction_un,unsyncopated,a,s1,no_rule,cat,L2,m,1.4,3.0,1.0,1.421,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,,,  todo genial ,45.0,yes
29,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s2,r1,29,Online_whatL3//c.gu.je5.none.none.wav,do,di,ji,sil,chu,li,ka,sil1,mo,le,sil2,['-'],,,none,none,,,,je,3,testConjL2Uns//r2.s2.2.wav,2.0,conjunction_un,unsyncopated,b,s2,rule,rule,L2,m,0.606,7.0,0.0,1.801,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,,,  todo genial ,45.0,yes
30,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s2,r2,30,Online_whatL3//c.gu.je4.1110.222.wav,do,je,di,sil,ñe,gu,ji,sil1,sa,le,sil2,['catch'],[0.7279999999999518],[0.7279999999999518],0.222,no_beat,0.5059999999999518,0.5059999999999518,"[""space""]",je,3,testConjL2Uns//dep_viol.r1.s1.0.wav,2.0,conjunction_un,unsyncopated,a,s1,no_rule,dep,L2,z,2.486,6.0,0.0,1.768,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,,,  todo genial ,45.0,yes
31,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s1,r1,31,Online_whatL3//c.gu.je6.222.444.wav,chu,gu,je,sil2,mo,fu,ko,sil,ji,ka,sil1,['catch'],[1.0439999999999827],[1.0439999999999827],0.444,no_beat,0.5999999999999828,0.5999999999999828,"[""space""]",je,3,testConjL2Uns//time_viol.r1.s1.0.wav,2.0,conjunction_un,unsyncopated,a,s1,no_rule,time,L2,z,3.485,6.0,0.0,1.285,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,,,  todo genial ,45.0,yes
32,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s2,r2,32,Online_whatL3//d.ji.li10.444.0.wav,li,le,ji,sil,ñe,do,di,sil1,sa,ga,sil2,['catch'],[1.5],[1.5],0.0,beat,,1.5,"[""space""]",li,4,testConjL2Uns//r2.s1.2.wav,2.0,conjunction_un,unsyncopated,b,s1,rule,rule,L2,z,0.784,4.0,1.0,1.767,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,,,  todo genial ,45.0,yes
33,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s2,r1,33,Online_whatL3//d.ji.li9.1554.444.wav,fu,ga,li,sil2,chu,gu,ji,sil,mo,do,sil1,['catch'],[0.9110000000000582],[0.9110000000000582],0.444,no_beat,0.4670000000000582,0.4670000000000582,"[""space""]",li,4,testConjL2Uns//dep_viol.r1.s2.0.wav,2.0,conjunction_un,unsyncopated,a,s2,no_rule,dep,L2,m,0.584,4.0,1.0,1.152,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,,,  todo genial ,45.0,yes
34,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s2,r1,34,Online_whatL3//d.ji.li8.none.none.wav,di,ko,do,sil,chu,ga,le,sil2,mo,je,sil1,['-'],,,none,none,,,,li,4,testConjL2Uns//time_viol.r2.s1.0.wav,2.0,conjunction_un,unsyncopated,b,s1,no_rule,time,L2,m,0.267,4.0,1.0,0.317,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,,,  todo genial ,45.0,yes
35,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s2,r1,35,Online_whatL3//d.ji.li11.none.none.wav,fu,di,ka,sil2,chu,do,je,sil,mo,le,sil1,['-'],,,none,none,,,,li,4,testConjL2Uns//cat_viol.r1.s2.0.wav,2.0,conjunction_un,unsyncopated,a,s2,no_rule,cat,L2,z,0.236,6.0,0.0,0.634,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,,,  todo genial ,45.0,yes
36,2024-02-04_23h15.00.771,Unsyncopated_study2,s107,23.0,feminino,right,españa,catalan y castellano ,Bachelor degree,no,no,B,1,what,L3,unsyncopated,s2,r1,36,Online_whatL3//d.ji.li5.none.none.wav,le,ka,di,sil,chu,fu,ko,sil2,mo,gu,sil1,['-'],,,none,none,,,,li,4,testConjL2Uns//dep_viol.r2.s2.0.wav,2.0,conjunction_un,unsyncopated,b,s2,no_rule,dep,L2,m,2.252,4.0,1.0,1.154,4 ,2.0,español,0.0,catalán,0.0,inglés,7.0,francés,9.0,3.0,4.0,yes,no,yes,piano,6,flauta ,6,canto,6,,,  todo genial ,45.0,yes
