Unnamed: 0,date,expName,participant,age,sex,hand,residence,native_lang,education_level,lang_deficit,aud_deficit,group,block,condition,language,rhythm,rule structure online,rule type online,order_trial_on,trial_online,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,catch_syll_resp,rts_syll_catch,clean_rts,time_syll,beat_no_beat,catch_rtsTR,catch_rts,syllable_catch.keys,cond_syll,syll_to_catch,test_offline,block_off,condition_off,rhythm_off,rule,rule_str_off,rule_norule,conds_offline,language_off,Partz_no_partm.keys,Partz_no_partm.rt,security_1_7.keys,accuracy,security_1_7.rt,n_lang,n_lang_used,lang_1,age_l1,lang_2,age_l2,lang_3,age_l3,ability_learn_l2,tendence_mix_lan,music_experience,muisc_use,partiture,instr_1,age_M1,instr_2,age_M2,instr_4,preguntas_musica1,BMRQ_answer.response,final comment,BMRQ_Score,bilingual
101,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s2,r1,101,Online_whatL4//d.pe.po9.none.none.wav,ña,da,bo,sil,zi,ñi,ru,sil2,lo,de,sil1,['-'],,,none,none,,,,po,4,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
102,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s2,r1,102,Online_whatL4//d.pe.po11.222.1332.wav,re,pe,ñi,sil2,zi,po,bu,sil,lo,de,sil1,['catch'],[2.1876999999992677],[2.1876999999992677],1.332,no_beat,0.8556999999992676,0.8556999999992676,"[""space""]",po,4,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
103,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s1,r2,103,Online_whatL4//d.pe.po8.222.1332.wav,ja,pe,bu,sil,nu,ci,po,sil2,da,re,sil1,['catch'],[2.2055999999979576],[2.2055999999979576],1.332,no_beat,0.8735999999979576,0.8735999999979576,"[""space""]",po,4,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
104,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s2,r2,104,Online_whatL4//a.zi.lo25.none.none.wav,ña,ci,bu,sil2,ja,po,bo,sil,nu,pe,sil1,['false alarm'],[1.4639999999999418],[1.4639999999999418],none,none,,,"[""space""]",zi,1,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
105,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s1,r2,105,Online_whatL4//a.zi.lo26.none.none.wav,ja,pe,ru,sil2,nu,bu,de,sil,ñi,ña,sil1,['-'],,,none,none,,,,zi,1,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
106,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s1,r2,106,Online_whatL4//a.zi.lo27.none.none.wav,ja,da,re,sil,nu,ña,po,sil2,ru,ci,sil1,['-'],,,none,none,,,,zi,1,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
107,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s2,r1,107,Online_whatL4//a.zi.lo24.888.1998.wav,ñi,bu,ña,sil,zi,pe,ru,sil2,lo,ci,sil1,['false alarm'],[0.3745000000001255],[0.3745000000001255],0.888,beat,,,"[""space""]",zi,1,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
108,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s1,r1,108,Online_whatL4//c.bu.da27.1998.222.wav,zi,da,ñi,sil2,lo,ña,pe,sil,bu,ru,sil1,['miss'],,,0.222,no_beat,,,,da,3,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
109,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s1,r2,109,Online_whatL4//c.bu.da25.1110.1332.wav,ja,bo,ci,sil,nu,bu,da,sil2,ru,de,sil1,['catch'],[2.1410000000000764],[2.1410000000000764],1.332,no_beat,0.8090000000000763,0.8090000000000763,"[""space""]",da,3,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
110,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s2,r1,110,Online_whatL4//c.bu.da24.1332.0.wav,da,bo,ña,sil,zi,po,bu,sil2,lo,re,sil1,['miss'],,,0.0,beat,,,,da,3,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
111,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s2,r1,111,Online_whatL4//c.bu.da26.none.none.wav,de,pe,ña,sil,zi,ci,ñi,sil1,lo,re,sil2,['-'],,,none,none,,,,da,3,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
112,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s1,r2,112,Online_whatL4//d.pe.po21.none.none.wav,ja,ru,de,sil,nu,da,ñi,sil2,ña,re,sil1,['-'],,,none,none,,,,po,4,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
113,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s2,r1,113,Online_whatL4//d.pe.po23.none.none.wav,ña,ñi,de,sil2,zi,ru,bu,sil,lo,ci,sil1,['-'],,,none,none,,,,po,4,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
114,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s1,r1,114,Online_whatL4//d.pe.po22.1332.222.wav,zi,po,bu,sil,lo,ci,pe,sil2,ñi,bo,sil1,['catch'],[1.025599999997894],[1.025599999997894],0.222,no_beat,0.803599999997894,0.803599999997894,"[""space""]",po,4,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
115,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s1,r1,115,Online_whatL4//d.pe.po20.444.1332.wav,zi,ña,pe,sil,lo,re,po,sil2,de,ci,sil1,['false alarm'],[0.5736000000015338],[0.5736000000015338],1.332,no_beat,,,"[""space""]",po,4,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
116,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s1,r2,116,Online_whatL4//b.ja.nu20.0.888.wav,ja,ñi,ci,sil,nu,bo,de,sil2,po,pe,sil1,['miss'],,,0.888,beat,,,,nu,2,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
117,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s2,r2,117,Online_whatL4//b.ja.nu23.888.1776.wav,bo,ci,ña,sil,ja,de,ru,sil1,nu,pe,sil2,['catch'],[2.1410000000000764],[2.1410000000000764],1.776,beat,0.3650000000000764,0.3650000000000764,"[""space""]",nu,2,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
118,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s1,r1,118,Online_whatL4//b.ja.nu22.none.none.wav,zi,ñi,ci,sil,lo,da,pe,sil2,po,bo,sil1,['-'],,,none,none,,,,nu,2,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
119,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s2,r2,119,Online_whatL4//b.ja.nu21.1110.1998.wav,po,da,ci,sil2,ja,bu,re,sil,nu,pe,sil1,['miss'],,,1.998,no_beat,,,,nu,2,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
120,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s2,r2,120,Online_whatL4//c.bu.da12.none.none.wav,re,ñi,ña,sil,ja,po,bo,sil2,nu,de,sil1,['-'],,,none,none,,,,da,3,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
121,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s2,r1,121,Online_whatL4//c.bu.da14.222.444.wav,po,bu,da,sil,zi,pe,re,sil2,lo,ña,sil1,['catch'],[1.5713000000007469],[1.5713000000007469],0.444,no_beat,1.127300000000747,1.127300000000747,"[""space""]",da,3,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
122,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s1,r2,122,Online_whatL4//c.bu.da13.1332.444.wav,ja,de,da,sil,nu,ci,bu,sil1,ña,po,sil2,['miss'],,,0.444,no_beat,,,,da,3,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
123,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s1,r1,123,Online_whatL4//c.bu.da15.1110.222.wav,zi,da,ru,sil,lo,bu,bo,sil1,ñi,ci,sil2,['miss'],,,0.222,no_beat,,,,da,3,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
124,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s2,r2,124,Online_whatL4//d.pe.po7.444.0.wav,po,bo,pe,sil,ja,ci,da,sil1,nu,ñi,sil2,['catch'],[1.1670999999978449],[1.1670999999978449],0.0,beat,1.1670999999978449,1.1670999999978449,"[""space""]",po,4,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
125,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s2,r1,125,Online_whatL4//d.pe.po5.none.none.wav,bo,da,ña,sil,zi,bu,re,sil2,lo,de,sil1,['-'],,,none,none,,,,po,4,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
126,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s2,r1,126,Online_whatL4//d.pe.po4.1554.444.wav,bu,ci,po,sil2,zi,de,pe,sil,lo,bo,sil1,['catch'],[1.7741000000014537],[1.7741000000014537],0.444,no_beat,,1.3301000000014538,"[""space""]",po,4,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
127,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,1,what,L4,unsyncopated,s2,r2,127,Online_whatL4//d.pe.po6.none.none.wav,ñi,bu,ru,sil,ja,ña,ci,sil1,nu,de,sil2,['-'],,,none,none,,,,po,4,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
128,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,2,conjunction_syn,L2,syncopated,s1,r2,0,Online_conjL2_syn//a.go.du7.none.none.wav,fe,mi,ñu,ra,sil,ño,ba,me,sil1,su,sil2,['-'],,,none,none,,,,go,1,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
129,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,2,conjunction_syn,L2,syncopated,s2,r1,1,Online_conjL2_syn//a.go.du4.666.1554.wav,mi,si,te,go,sil,ño,to,du,sil1,ñu,sil2,['catch'],[1.4918999999986227],[1.4918999999986227],0.666,no_beat,0.8258999999986226,0.8258999999986226,"[""space""]",go,1,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
130,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,2,conjunction_syn,L2,syncopated,s1,r2,2,Online_conjL2_syn//a.go.du5.none.none.wav,fe,ñu,cha,ra,sil,te,ño,ba,sil1,si,sil2,['-'],,,none,none,,,,go,1,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
131,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,2,conjunction_syn,L2,syncopated,s1,r1,3,Online_conjL2_syn//a.go.du6.0.666.wav,go,bi,to,du,sil,me,su,ba,sil1,te,sil2,['catch'],[0.8789999999999054],[0.8789999999999054],0.0,beat,0.8789999999999054,0.8789999999999054,"[""space""]",go,1,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
132,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,2,conjunction_syn,L2,syncopated,s2,r1,4,Online_conjL2_syn//d.si.ñu21.0.1110.wav,si,su,bi,go,sil,ñu,me,du,sil1,mi,sil2,['catch'],[2.2987000000030093],[2.2987000000030093],1.11,no_beat,1.1887000000030092,1.1887000000030092,"[""space""]",ñu,4,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
133,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,2,conjunction_syn,L2,syncopated,s2,r1,5,Online_conjL2_syn//d.si.ñu22.1332.222.wav,ba,ñu,me,go,sil,ño,si,du,sil1,te,sil2,['catch'],[1.1243000000006305],[1.1243000000006305],0.222,no_beat,0.9023000000006304,0.9023000000006304,"[""space""]",ñu,4,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
134,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,2,conjunction_syn,L2,syncopated,s2,r2,6,Online_conjL2_syn//d.si.ñu23.0.444.wav,si,su,ñu,fe,sil,mi,ño,ra,sil1,cha,sil2,['catch'],[1.257300000000896],[1.257300000000896],0.444,no_beat,0.8133000000008961,0.8133000000008961,"[""space""]",ñu,4,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
135,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,2,conjunction_syn,L2,syncopated,s2,r1,7,Online_conjL2_syn//d.si.ñu20.1110.0.wav,ñu,ño,mi,go,sil,si,to,du,sil1,me,sil2,['catch'],[0.7799000000020442],[0.7799000000020442],0.0,beat,0.7799000000020442,0.7799000000020442,"[""space""]",ñu,4,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
136,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,2,conjunction_syn,L2,syncopated,s1,r2,8,Online_conjL2_syn//d.si.ñu19.444.1110.wav,fe,bi,si,ra,sil,ñu,te,to,sil1,ño,sil2,['catch'],[1.869100000001481],[1.869100000001481],1.11,no_beat,0.7591000000014809,0.7591000000014809,"[""space""]",ñu,4,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
137,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,2,conjunction_syn,L2,syncopated,s2,r2,9,Online_conjL2_syn//d.si.ñu18.none.none.wav,te,su,to,fe,sil,me,cha,ra,sil1,ba,sil2,['-'],,,none,none,,,,ñu,4,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
138,2024-03-13_22h19.51.163,Unsyncopated_study3,s142,18.0,feminino,right,España,Castellano y Catalán,Upper secondary,no,no,B,2,conjunction_syn,L2,syncopated,s2,r1,10,Online_conjL2_syn//d.si.ñu17.0.222.wav,si,ñu,te,go,sil,to,ba,du,sil1,bi,sil2,['catch'],[1.0068000000007942],[1.0068000000007942],0.222,no_beat,0.7848000000007942,0.7848000000007942,"[""space""]",ñu,4,,,,,,,,,,,,,,,3.0,2.0,Castellano,0.0,Catalán,0.0,Inglés,12.0,4.0,4.0,no,no,no,Nada,,Nada,,   ,,,"Ha estado bien aunque se me ha hecho bastante larga y repetitiva (aunque de eso trata), y debido a esto me he descentrado un par de veces que no han tenido apenas repercusión en mis respuestas. Gracias. ",73.0,yes
